ACCIDENT_NO,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN
T20120016850,1,3,50,1,0,1,1,1
T20120016823,1,3,70,5,3,1,1,1
T20120016857,1,3,90,2,1,1,1,0
T20120017689,1,3,60,1,1,1,1,0
T20120016859,1,3,50,5,1,1,1,1
T20130014663,0,3,80,5,2,1,1,1
T20130011705,1,2,40,1,1,1,1,0
T20130001634,1,3,60,2,1,1,1,1
T20120016958,3,2,50,2,0,1,1,0
T20130010695,1,3,60,1,1,1,1,1
T20120022716,1,3,50,2,0,1,1,1
T20120016980,1,3,40,5,0,1,1,1
T20120016994,1,3,50,2,4,1,1,1
T20120017571,4,3,100,2,1,1,1,0
T20120016998,1,3,80,5,1,1,1,0
T20120022731,1,3,50,5,0,1,1,1
T20120016937,1,3,80,1,2,1,1,0
T20120016960,3,2,60,2,1,1,1,0
T20120016932,1,3,60,1,4,1,1,1
T20120017288,5,3,100,5,0,1,1,0
T20120016915,1,3,50,2,2,1,1,0
T20120016913,2,3,100,2,2,1,1,0
T20120016923,1,2,60,5,0,1,1,0
T20120016949,3,2,80,5,3,1,1,0
T20140000853,4,3,50,5,1,1,1,1
T20120017067,2,2,60,1,1,1,1,0
T20120016910,0,3,100,2,1,1,1,0
T20120016898,1,2,60,5,0,1,1,1
T20120016893,1,2,70,1,1,1,1,1
T20120017243,1,2,100,2,2,1,1,1
T20120016948,1,3,50,5,0,1,1,1
T20120016935,2,3,100,1,1,1,1,1
T20120016907,1,3,80,5,1,1,1,1
T20130003524,1,3,60,1,1,1,1,1
T20120017027,3,3,60,1,2,1,1,1
T20120016976,5,2,80,1,2,1,1,1
T20120016943,1,3,60,4,1,1,1,1
T20120019934,2,3,60,1,1,1,1,1
T20120016967,2,3,60,2,1,1,1,1
T20120016963,3,3,60,2,1,1,1,0
T20120017036,3,3,80,1,1,1,1,0
T20120017035,3,3,50,1,1,1,1,1
T20120017385,1,3,80,1,3,1,1,1
T20120017097,3,3,60,2,1,1,1,1
T20120016965,1,3,60,2,1,1,1,1
T20120017043,2,3,80,2,2,1,1,1
T20120017009,1,2,70,2,3,1,1,1
T20120022240,3,2,50,2,0,1,1,1
T20120016971,1,3,80,2,0,1,1,1
T20120017031,3,2,80,5,0,1,1,1
T20120016983,1,3,60,5,1,1,1,0
T20120020827,3,3,60,1,1,1,1,1
T20120019748,1,3,60,1,0,1,1,1
T20120021260,1,3,70,5,1,1,1,1
T20120017030,1,2,100,2,0,1,1,1
T20120016974,1,3,50,2,1,1,1,1
T20120021139,1,3,60,5,1,1,1,1
T20120024649,3,3,80,1,3,1,1,1
T20120016991,1,3,100,1,1,1,1,1
T20120016987,2,3,100,5,0,1,1,1
T20120017010,1,3,70,5,1,1,1,1
T20120025743,1,3,60,5,1,1,1,1
T20120017041,3,3,60,1,0,1,1,1
T20120016982,2,3,50,1,2,1,1,1
T20120017021,3,2,60,5,0,1,1,0
T20120017497,4,2,60,1,1,1,1,0
T20120017025,2,2,60,1,1,1,1,1
T20120017940,3,2,80,2,2,1,1,1
T20120017118,3,1,60,1,0,1,1,1
T20120017110,3,3,50,1,0,1,1,1
T20120017094,3,2,70,5,2,1,1,0
T20120017059,1,3,100,5,2,1,1,0
T20120017100,1,2,110,5,0,1,1,0
T20120021349,3,2,50,5,0,1,0,0
T20120017073,1,3,80,2,0,1,1,0
T20120017108,5,2,70,1,1,1,1,1
T20120017109,3,3,60,2,0,1,1,1
T20120017099,5,3,100,1,1,1,1,1
T20120017047,1,3,60,1,1,1,1,1
T20120017044,1,3,60,2,0,1,1,1
T20120017081,1,2,100,5,2,1,1,1
T20120017085,1,3,50,2,3,1,1,1
T20120017086,1,3,80,5,2,1,1,1
T20120017042,3,3,40,2,0,1,1,0
T20120017154,3,2,70,2,3,1,1,1
T20120017116,3,3,60,5,1,1,1,1
T20120017090,1,3,50,5,2,1,1,0
T20120017878,1,3,60,1,1,1,1,1
T20120018034,1,3,80,5,1,1,1,1
T20130004991,1,3,60,2,1,1,1,0
T20120017091,1,2,50,1,1,1,1,1
T20120017093,1,2,80,2,0,1,1,0
T20120017056,1,2,50,2,2,1,1,0
T20120017115,3,3,80,1,0,1,1,1
T20120017103,3,3,60,1,2,1,0,0
T20120017071,5,2,100,5,0,1,1,1
T20120017054,1,3,60,1,1,1,1,0
T20120017101,3,3,60,2,2,1,1,1
T20120017098,3,2,80,1,2,1,1,1
T20120025729,3,3,60,5,0,1,1,1
T20120017112,3,3,60,1,2,1,1,1
T20120017266,1,3,80,5,2,1,1,0
T20120017104,2,2,110,5,0,1,1,1
T20120019782,2,3,60,2,1,1,1,1
T20120017060,1,3,50,1,1,1,1,0
T20120017105,3,3,50,1,3,1,1,1
T20120017199,3,3,60,1,1,1,1,1
T20120017201,3,3,70,1,1,1,1,1
T20120017205,3,3,60,1,3,1,1,1
T20120017206,3,3,50,3,3,1,1,1
T20120017117,3,3,70,4,1,1,0,0
T20120018633,1,3,40,1,1,1,0,0
T20120017126,1,3,80,1,1,1,1,1
T20120017130,3,2,50,5,1,1,1,1
T20120017135,1,3,70,2,1,1,1,1
T20120017138,1,3,60,5,1,1,1,1
T20120017471,1,3,60,5,1,1,1,1
T20120017143,1,3,60,1,0,1,1,1
T20120017144,1,2,40,1,1,1,1,0
T20120017145,1,2,60,5,2,1,1,1
T20120017147,1,3,80,5,4,1,1,1
T20120017148,1,2,110,5,3,1,1,1
T20120017150,1,2,80,5,2,1,1,0
T20120017153,1,3,100,5,1,1,1,0
T20120017280,5,3,100,5,4,1,1,1
T20120017155,1,3,60,2,1,1,1,0
T20120018733,1,2,100,2,0,1,1,1
T20120017157,1,3,60,5,2,1,1,0
T20120017160,1,3,80,2,1,1,1,0
T20120017161,1,3,50,1,1,1,1,0
T20120017175,3,3,40,1,1,1,1,1
T20120017202,3,3,80,5,1,1,1,1
T20120017164,1,3,60,2,2,1,1,0
T20120017255,4,3,60,5,4,1,1,1
T20120017181,3,3,50,1,3,1,1,1
T20120017184,1,3,100,5,3,1,1,1
T20120017142,1,3,50,2,1,1,1,1
T20120017187,3,3,60,1,1,1,1,1
T20120017188,1,3,60,1,1,1,1,1
T20120017191,3,3,60,1,2,1,1,1
T20120017192,3,2,40,2,1,1,0,0
T20120017193,3,3,70,4,1,1,1,1
T20120017194,1,3,70,2,1,1,1,0
T20120017195,3,3,80,5,1,1,1,1
T20120017196,2,3,60,2,1,1,1,1
T20130013506,2,3,70,2,1,1,1,1
T20120017357,1,2,50,5,2,1,1,1
T20120018262,2,3,50,5,1,1,1,0
T20120017197,3,2,60,1,1,1,1,1
T20120017198,1,3,60,5,2,1,1,1
T20120017234,1,2,60,5,0,1,1,1
T20120017235,1,3,100,5,0,1,1,1
T20120017237,1,2,90,2,0,1,1,1
T20120017241,1,3,80,5,0,1,0,0
T20120017245,1,2,60,1,1,1,1,0
T20120017246,1,2,80,5,1,1,1,1
T20120017247,1,2,80,5,3,1,1,1
T20120017248,5,1,100,2,0,1,1,0
T20120017251,1,3,100,1,2,1,1,0
T20120017259,1,3,60,1,3,1,0,0
T20120017263,1,1,100,4,1,1,1,1
T20120017264,1,3,60,1,3,1,1,0
T20120017267,1,3,40,5,1,1,0,0
T20120017269,1,2,50,1,0,1,1,0
T20120017275,2,2,60,1,2,1,1,1
T20120017276,1,3,40,2,2,1,1,1
T20120017277,3,3,60,1,1,1,1,1
T20120017278,3,3,70,1,5,1,1,1
T20120017281,3,3,60,4,0,1,1,0
T20120017285,3,2,50,1,1,1,1,1
T20120017286,5,3,100,5,3,1,1,1
T20120017287,3,3,60,1,1,1,1,1
T20120017289,5,1,100,1,0,1,1,1
T20120017209,3,3,60,1,7,1,1,1
T20120017211,3,2,40,1,2,1,1,0
T20120017212,3,3,50,5,1,1,1,1
T20120017214,3,2,50,5,0,1,1,0
T20120017216,3,2,60,5,1,1,1,1
T20120017217,3,3,60,4,0,1,1,1
T20120017291,3,2,80,1,0,1,1,1
T20120017222,5,1,100,5,0,1,1,1
T20120017226,1,3,50,1,1,1,1,0
T20120017292,3,3,50,5,1,1,1,1
T20120017294,5,2,80,5,0,1,1,0
T20120017315,1,3,60,5,0,1,1,0
T20120017218,3,3,50,1,1,1,1,1
T20120017328,3,2,70,5,2,1,1,0
T20120017350,2,3,60,5,1,1,1,0
T20120017422,5,2,60,5,2,1,1,0
T20130000064,1,3,60,5,1,1,1,0
T20120017685,1,3,40,5,1,1,1,0
T20120017652,1,3,50,5,1,1,1,1
T20120021115,5,3,100,5,1,1,0,0
T20120018135,1,3,60,2,1,1,1,1
T20120022568,3,3,60,2,1,1,1,1
T20120017228,1,3,50,1,1,1,1,0
T20120017229,3,3,50,5,2,1,1,0
T20120017230,1,3,50,5,1,1,1,1
T20120017233,1,3,60,1,0,1,1,0
T20120017335,1,3,50,1,1,1,1,1
T20120017390,3,3,50,1,2,1,1,0
T20120017347,1,3,60,2,2,1,1,0
T20120017346,1,2,50,2,1,1,1,1
T20120017334,1,3,60,2,4,1,1,1
T20120017317,1,2,100,5,0,1,1,0
T20120017344,1,2,80,5,0,1,1,1
T20120017319,1,2,60,1,1,1,1,1
T20120017423,1,3,60,5,1,1,1,0
T20120019842,1,3,0,5,0,1,1,1
T20120017414,3,3,60,1,1,1,0,1
T20120017343,1,2,50,5,2,1,1,1
T20120017359,3,2,50,5,1,1,1,0
T20120017341,1,2,100,5,2,1,1,1
T20120017301,3,3,60,5,1,1,1,1
T20120017308,1,3,80,2,1,1,1,1
T20120017374,1,3,80,1,0,1,1,1
T20120017352,5,3,60,5,0,1,1,1
T20120017321,1,2,90,5,1,1,1,0
T20120017361,3,3,60,5,1,1,1,1
T20120017337,1,2,50,2,2,1,1,1
T20120017325,1,2,40,5,3,1,1,1
T20120017298,3,2,80,5,1,1,1,1
T20120017360,3,3,50,5,5,1,1,1
T20120017348,3,3,70,1,2,1,1,1
T20120017340,1,3,100,5,0,1,1,1
T20120017442,5,3,100,5,0,1,0,1
T20120017391,1,3,60,1,0,1,1,0
T20120017448,3,2,30,2,1,1,1,1
T20120017397,1,3,70,2,2,1,1,1
T20120017481,4,3,80,5,2,1,1,1
T20120017402,1,3,60,5,2,1,0,1
T20120017544,1,3,60,1,1,1,1,0
T20120017407,1,2,40,1,3,1,1,0
T20120017410,1,3,60,1,1,1,0,0
T20120017433,3,3,50,5,1,1,1,0
T20120017387,1,2,100,5,0,1,1,1
T20120017439,3,2,40,5,1,1,0,0
T20120017384,1,3,50,5,1,1,1,1
T20120017434,1,3,60,1,2,1,1,1
T20120018199,1,3,80,5,1,1,1,1
T20120017440,1,3,70,1,1,1,1,1
T20120017438,3,2,80,5,2,1,1,1
T20120017459,1,3,60,5,0,1,1,1
T20120017450,3,2,80,5,0,1,1,1
T20120017973,1,3,100,5,0,1,1,1
T20120017378,1,2,80,5,2,1,0,0
T20120017375,1,3,60,2,1,1,1,1
T20120017432,1,2,100,5,0,1,1,0
T20120017371,3,3,100,5,1,1,1,0
T20120017480,1,3,100,1,0,1,1,0
T20120017425,1,2,40,5,1,1,1,1
T20120017420,1,3,50,2,1,1,1,1
T20120017417,1,3,70,2,0,1,1,1
T20120017416,1,3,50,5,0,1,1,1
T20120017581,1,3,100,5,0,1,1,1
T20120017415,1,2,100,5,0,1,1,1
T20120017452,3,3,80,5,1,1,1,1
T20120018712,1,3,60,5,1,1,1,1
T20120017456,3,3,60,2,1,1,1,1
T20120017395,1,3,80,5,3,1,1,1
T20120017404,1,3,80,5,0,1,1,1
T20120017437,1,2,100,5,0,1,1,1
T20120017381,1,2,60,1,0,1,0,0
T20120017445,2,3,60,2,1,1,1,1
T20120017473,1,3,80,5,1,1,1,0
T20120017511,2,3,50,5,0,1,1,1
T20120017513,1,3,50,5,1,1,1,1
T20120017510,3,3,70,1,1,1,1,1
T20120017509,1,3,110,2,2,1,1,1
T20120017508,3,2,60,5,0,1,1,1
T20120017476,1,3,80,5,2,1,1,0
T20120017608,1,3,40,2,1,1,1,0
T20120017474,1,2,60,5,2,1,1,0
T20120017548,1,3,60,5,1,1,1,0
T20120017543,1,2,50,5,0,1,1,1
T20120018702,1,3,40,5,2,1,1,1
T20120017593,1,3,70,1,1,1,1,1
T20120017506,2,3,100,2,0,1,0,0
T20120018946,1,3,60,1,2,1,1,0
T20120025509,1,3,80,5,1,1,1,0
T20120017503,1,3,40,5,1,1,1,1
T20120017502,1,2,90,1,1,1,1,1
T20120017589,1,3,60,1,1,1,1,1
T20120017643,1,3,70,1,1,1,1,1
T20120017500,1,2,60,5,0,1,1,1
T20120017496,1,3,50,5,0,1,1,0
T20120017705,2,3,50,2,1,1,1,0
T20120017493,1,3,60,5,0,1,1,1
T20120017492,1,3,60,5,1,1,1,1
T20120017491,5,3,110,5,0,1,1,1
T20130006562,1,3,70,5,4,1,1,1
T20120017468,1,3,60,2,1,1,1,1
T20120017482,1,3,60,1,2,1,1,0
T20120017666,3,3,70,2,2,1,1,1
T20120017463,5,2,100,5,1,1,1,1
T20130002809,2,3,80,4,1,1,1,0
T20120017667,1,2,60,5,0,1,1,1
T20120017466,1,3,40,2,1,1,1,1
T20120018339,3,3,50,1,1,1,1,1
T20120017529,5,3,100,5,1,1,1,1
T20120017522,3,3,60,1,2,1,1,0
T20120017515,3,3,50,2,1,1,1,0
T20120017564,1,2,60,2,0,1,1,1
T20120017820,1,3,70,2,2,1,1,1
T20120017561,2,3,80,2,1,1,1,1
T20120017717,2,3,100,5,0,1,1,1
T20120017714,1,3,50,1,1,1,1,0
T20120017560,3,1,60,1,0,1,1,1
T20120017640,1,3,60,2,1,1,1,1
T20120017559,1,3,80,5,6,1,1,1
T20120018126,2,3,50,1,1,1,1,1
T20120017556,1,2,70,1,1,1,1,1
T20120017555,1,3,50,1,2,1,1,0
T20120017553,1,3,100,1,1,1,1,1
T20120024857,1,2,60,2,0,1,1,1
T20120017552,1,3,50,2,0,1,1,1
T20120017595,3,2,70,1,1,1,1,1
T20120017594,3,3,80,5,2,1,1,1
T20120017620,1,2,110,5,0,1,1,1
T20120017607,1,2,50,2,0,1,1,1
T20120017540,2,3,60,5,1,1,1,0
T20120017606,0,2,60,2,0,1,1,1
T20120017586,5,3,70,5,1,1,1,1
T20120019058,2,3,60,1,1,1,1,1
T20120017583,1,3,60,2,0,1,1,1
T20120017602,1,3,80,2,1,1,1,1
T20120017601,1,3,80,2,2,1,1,1
T20120017579,2,2,70,5,3,1,1,0
T20120017575,1,2,40,2,2,1,0,0
T20120017634,3,3,50,2,2,1,1,1
T20120017557,1,3,80,5,1,1,1,0
T20120017574,1,3,50,1,3,1,1,0
T20120026743,3,2,60,5,1,1,1,1
T20120021389,1,3,60,5,1,1,1,1
T20120017534,4,2,50,2,1,1,1,1
T20120017536,1,2,90,5,1,1,1,1
T20120017535,3,3,50,1,1,1,1,1
T20120017596,3,3,60,2,0,1,1,1
T20120017573,1,3,60,2,0,1,1,1
T20120017587,3,3,50,1,1,1,0,0
T20120020151,1,3,60,2,1,1,0,0
T20120017613,1,3,80,5,2,1,1,1
T20120017621,1,3,100,5,2,1,0,0
T20120017622,1,3,100,5,0,1,1,1
T20120017623,1,2,60,1,1,1,1,0
T20120019022,1,3,80,5,0,1,1,1
T20120024339,0,3,80,5,2,1,1,1
T20120017624,1,3,80,1,4,1,1,1
T20120017629,1,3,100,5,1,1,1,1
T20120017638,1,3,80,1,1,1,1,0
T20120017648,1,2,50,1,1,1,1,0
T20120017650,1,2,80,2,1,1,0,0
T20120017654,1,2,50,1,1,1,1,0
T20120018083,1,3,60,2,1,1,1,1
T20120017656,1,3,60,5,1,1,1,1
T20120017657,1,2,60,1,2,1,1,0
T20120017661,1,2,100,5,0,1,1,1
T20120017664,2,3,60,2,0,1,1,0
T20120017779,3,3,50,5,0,1,1,1
T20120017674,5,2,70,5,2,1,1,1
T20120017682,3,3,60,2,3,1,1,1
T20120017686,3,3,60,5,1,1,1,1
T20120017611,3,2,60,5,1,1,1,1
T20120017626,1,3,60,2,1,1,1,1
T20120017725,1,2,60,2,1,1,1,1
T20120017738,1,3,80,2,3,1,1,0
T20120017731,1,3,50,5,1,1,1,1
T20120017929,3,3,80,5,1,1,1,1
T20120017733,1,2,70,5,0,1,1,1
T20120017736,1,3,50,5,1,1,1,1
T20120017767,3,2,70,1,2,1,1,1
T20120017764,5,2,80,5,5,1,1,0
T20120017750,1,3,70,2,1,1,1,1
T20120017687,3,2,60,1,0,1,1,1
T20120018171,1,3,60,2,0,1,1,1
T20120017752,1,3,60,2,1,1,1,1
T20120017692,5,2,100,5,0,1,1,1
T20120017782,1,3,60,2,1,1,1,1
T20120017693,2,3,50,5,1,1,1,1
T20120017700,1,2,50,5,2,1,1,1
T20120017694,2,3,80,5,0,1,1,1
T20120017698,1,2,70,1,1,1,1,1
T20120017707,1,3,60,5,1,1,1,1
T20120017753,2,3,60,1,1,1,1,1
T20120017739,1,2,60,1,2,1,1,1
T20120017735,1,2,40,5,1,1,1,1
T20120018080,3,3,50,2,1,1,1,0
T20120017745,1,3,50,5,0,1,1,1
T20120019410,1,2,100,5,0,1,1,1
T20120018847,1,3,100,5,0,1,1,0
T20120017737,1,2,100,2,1,1,1,1
T20120017978,5,2,100,5,0,1,1,1
T20120021131,1,3,80,5,1,1,1,0
T20120017916,1,2,50,2,0,1,1,1
T20120018592,2,3,70,1,1,1,1,1
T20120018005,2,3,60,2,1,1,1,0
T20120020716,3,2,80,5,2,1,0,0
T20120017704,1,2,50,1,0,1,0,0
T20120017768,2,3,60,2,1,1,1,1
T20120017992,2,3,70,5,2,1,1,0
T20120017710,1,3,60,5,1,1,1,1
T20120017711,1,3,60,2,2,1,1,1
T20120017754,1,2,70,1,2,1,1,0
T20120017715,1,3,80,5,2,1,1,1
T20120018022,1,3,60,5,1,1,1,0
T20120017757,3,3,60,5,1,1,1,1
T20120017719,1,3,80,5,2,1,1,1
T20120017722,1,3,60,2,1,1,1,1
T20120017723,1,2,60,2,0,1,1,1
T20120017759,2,3,100,5,0,1,1,1
T20120017724,1,3,60,5,3,1,0,0
T20120017761,2,2,60,2,1,1,1,0
T20120017763,3,3,60,1,0,1,1,1
T20120017726,2,3,100,5,1,1,1,0
T20120019562,1,3,0,5,0,1,1,0
T20120017770,3,3,80,1,2,1,1,0
T20120018137,1,2,50,4,0,1,1,1
T20120017994,1,3,50,2,1,1,1,1
T20120017828,1,2,60,4,0,1,1,1
T20120017865,1,3,80,2,1,1,1,1
T20120020745,1,3,60,5,0,1,1,0
T20120017960,3,2,80,2,1,1,1,0
T20130001232,1,3,50,5,0,1,1,0
T20120017793,1,3,80,5,3,1,1,0
T20120017988,1,2,80,5,2,1,1,0
T20120017808,1,3,50,5,1,1,1,1
T20120017802,1,3,100,5,2,1,1,1
T20120017803,1,3,50,5,0,1,1,1
T20120017776,5,3,50,5,0,1,1,1
T20120018264,2,3,80,5,0,1,1,0
T20120017829,3,3,60,1,2,1,1,1
T20120017807,1,3,80,5,1,1,1,1
T20120017830,3,3,0,5,1,1,0,0
T20120017846,2,3,80,1,1,1,1,1
T20120017772,3,2,60,2,3,1,1,0
T20120017796,1,3,70,5,8,1,1,0
T20120017881,1,3,100,5,0,1,1,0
T20120017809,1,3,60,1,1,1,1,0
T20120017810,1,3,60,5,0,1,1,0
T20140019355,1,3,60,5,1,1,0,0
T20120017815,5,3,50,2,1,1,1,1
T20120017818,1,2,40,2,0,1,1,1
T20120017937,1,3,80,1,1,1,1,0
T20120017784,1,2,60,5,1,1,1,1
T20120017821,3,3,60,2,3,1,1,0
T20120017822,3,3,50,5,0,1,1,1
T20120017826,5,3,60,5,1,1,1,0
T20120024642,1,2,60,5,0,1,1,1
T20120019774,1,3,60,1,2,1,1,1
T20120017789,1,3,60,2,0,1,1,1
T20120022187,1,3,80,5,0,1,0,0
T20120017771,3,3,80,5,1,1,1,1
T20120017845,1,3,80,5,0,1,0,0
T20120017869,0,2,80,5,0,1,1,0
T20120017892,2,3,100,5,2,1,1,1
T20120017890,3,3,60,2,1,1,1,1
T20120018918,2,3,80,2,1,1,1,1
T20120027544,1,3,60,1,3,1,1,0
T20120017888,2,3,60,5,0,1,1,0
T20120017855,1,2,60,2,1,1,1,1
T20120019027,3,3,50,5,2,1,1,1
T20120017887,1,3,60,1,2,1,1,1
T20120017876,2,3,110,1,0,1,1,1
T20120017884,1,1,100,5,0,1,1,0
T20120017835,3,2,60,5,0,1,1,1
T20120017866,1,3,50,2,1,1,1,1
T20120017843,1,3,100,2,0,1,1,0
T20120017897,5,2,40,5,1,1,1,1
T20120017875,1,3,50,1,1,1,1,0
T20120017880,1,3,60,5,1,1,1,1
T20120017882,2,3,40,2,0,1,1,0
T20120017877,1,2,50,5,1,1,1,1
T20120017856,1,3,50,1,1,1,1,1
T20120018055,1,2,60,1,1,1,0,0
T20120017861,1,3,60,1,0,1,1,0
T20120017895,2,3,100,2,1,1,1,0
T20120017870,1,3,50,5,0,1,1,0
T20120017850,1,2,50,5,0,1,1,0
T20120017863,1,3,60,2,0,1,1,0
T20120017932,1,3,0,1,1,1,1,0
T20120017955,1,3,50,2,1,1,1,0
T20120017954,1,3,80,1,2,1,1,0
T20120019656,1,3,60,1,1,1,0,0
T20120020305,1,3,80,2,1,1,1,1
T20120017944,1,2,100,5,1,1,1,0
T20120018025,1,3,80,2,1,1,1,1
T20120017952,1,1,60,2,2,1,1,1
T20120017947,1,3,80,1,1,1,0,0
T20120020136,1,3,80,1,1,1,1,0
T20130005145,1,3,60,2,1,1,1,0
T20120018182,1,3,50,5,0,1,1,1
T20120018008,3,3,60,1,2,1,1,1
T20120017968,3,3,50,2,1,1,1,0
T20120018659,1,3,70,1,1,1,1,1
T20120018797,2,2,50,2,0,1,1,0
T20120017959,3,2,80,5,1,1,1,1
T20120017936,1,2,70,1,2,1,1,1
T20120017911,3,2,80,5,2,1,1,1
T20120017975,1,2,100,5,1,1,1,0
T20120017943,1,2,80,2,1,1,1,0
T20120017939,1,3,60,2,1,1,1,1
T20120017945,1,2,80,5,1,1,1,1
T20120017908,5,2,80,5,0,1,1,0
T20120017972,5,3,100,2,3,1,1,0
T20120017967,5,2,110,5,0,1,1,0
T20120017933,1,2,50,5,1,1,1,0
T20120018064,3,3,50,5,1,1,1,1
T20120018065,5,3,100,5,2,1,1,0
T20120017986,1,3,60,1,1,1,1,1
T20120018028,1,2,60,1,2,1,1,1
T20120017989,3,2,50,2,0,1,1,1
T20120018079,2,3,70,2,1,1,1,0
T20120017990,1,3,50,2,0,1,1,1
T20120017976,2,2,60,4,1,1,1,1
T20120018088,2,3,60,2,1,1,1,1
T20120019211,1,3,70,1,4,1,0,0
T20120018095,5,2,80,5,0,1,0,0
T20120017979,1,2,60,2,3,1,0,0
T20120018021,1,3,80,2,0,1,1,1
T20120018013,1,3,50,5,5,1,1,1
T20120017980,1,3,50,2,1,1,1,1
T20120018009,1,3,60,5,2,1,1,0
T20120017983,2,2,80,1,1,1,1,0
T20120018371,1,3,40,5,4,1,1,1
T20120017984,1,2,50,1,0,1,1,0
T20120018036,1,3,50,2,3,1,1,0
T20120017985,1,3,50,5,1,1,1,1
T20120017997,1,2,50,2,1,1,1,0
T20120017996,1,3,60,5,0,1,1,0
T20120018037,3,3,40,1,1,1,1,0
T20120018038,3,3,60,1,1,1,1,1
T20120018043,3,3,50,2,0,1,1,1
T20130016142,1,3,100,5,2,1,1,0
T20120018046,3,3,60,1,2,1,1,1
T20120018047,3,3,50,2,1,1,1,1
T20120018030,1,2,50,1,1,1,1,0
T20120018053,5,3,100,5,1,1,1,0
T20120018054,1,1,60,2,1,1,1,1
T20120018730,0,3,60,1,3,1,1,1
T20120018059,1,3,60,1,2,1,1,1
T20120018193,1,3,50,1,0,1,1,0
T20120018081,1,3,60,2,1,1,1,0
T20120018125,1,3,70,5,0,1,1,0
T20120018120,1,2,60,1,0,1,1,0
T20130018426,1,2,50,5,1,1,1,0
T20120018118,1,2,60,5,1,1,1,0
T20120018183,2,2,100,5,0,1,1,0
T20120018112,1,3,60,5,1,1,1,0
T20120018104,0,3,100,2,1,1,1,0
T20120018103,1,3,60,1,3,1,1,1
T20120019765,1,3,60,5,0,1,1,0
T20120018154,5,3,80,2,1,1,1,0
T20120018071,5,2,70,5,0,1,1,0
T20120018184,1,2,60,5,1,1,1,0
T20120018102,1,2,60,5,1,1,1,0
T20120018091,3,3,80,5,1,1,1,1
T20120020346,1,3,50,5,1,1,1,1
T20120018098,1,3,60,1,1,1,1,1
T20120018084,1,3,60,1,0,1,1,0
T20120024129,1,3,60,1,1,1,0,0
T20120018068,5,2,80,5,0,1,1,0
T20130001884,1,3,80,5,2,1,1,0
T20120018759,1,3,100,2,3,1,1,1
T20120018096,1,3,60,5,1,1,1,0
T20120019182,1,2,60,1,1,1,1,0
T20120019222,1,3,60,1,1,1,1,0
T20120018198,2,2,60,2,2,1,1,0
T20120018093,1,3,60,2,1,1,1,0
T20120018092,1,3,50,1,1,1,1,0
T20120018129,1,3,60,2,3,1,1,1
T20120018131,1,3,60,5,3,1,1,1
T20120018134,1,3,60,2,4,1,0,0
T20120018136,2,3,100,1,1,1,1,0
T20120023621,1,3,50,1,0,1,1,1
T20120018138,1,3,100,5,1,1,1,1
T20120018145,1,3,60,5,1,1,1,0
T20120018148,3,1,80,5,1,1,1,0
T20120018150,1,2,100,1,0,1,1,0
T20120018151,3,3,70,2,0,1,1,1
T20120018152,5,2,100,5,0,1,1,1
T20120018153,5,3,80,5,0,1,1,1
T20120018275,1,3,30,5,1,1,1,0
T20120018219,2,3,80,1,1,1,1,1
T20120019401,1,3,60,2,2,1,1,1
T20120018222,5,2,60,5,0,1,1,1
T20120018169,1,3,70,2,1,1,1,1
T20120018228,3,3,60,1,1,1,1,0
T20120018229,2,3,60,2,1,1,1,1
T20120018234,1,2,40,2,0,1,1,1
T20120018236,2,3,50,2,1,1,1,0
T20120018238,3,3,100,5,0,1,1,1
T20120018239,2,3,70,2,2,1,1,1
T20120018240,3,3,50,1,1,1,0,0
T20120018208,1,3,60,5,0,1,1,0
T20120018225,3,3,60,1,0,1,1,1
T20120019206,1,2,60,5,3,1,1,1
T20120018226,3,2,60,1,1,1,1,1
T20120018181,1,2,80,2,1,1,1,1
T20120018203,1,3,60,1,0,1,1,0
T20120018201,1,3,50,5,1,1,1,0
T20120018244,1,3,60,2,0,1,1,1
T20120018200,1,2,80,1,1,1,1,1
T20120018836,1,3,50,2,1,1,1,1
T20120018197,1,3,50,1,2,1,1,1
T20120019324,1,3,60,1,1,1,1,1
T20130013872,0,3,60,1,1,1,1,1
T20120018192,2,3,100,5,0,1,1,1
T20120018291,1,3,60,1,1,1,1,0
T20120018194,1,3,60,1,1,1,1,0
T20120018180,1,2,100,5,2,1,0,0
T20120018263,1,3,80,5,1,1,1,0
T20120018299,3,2,60,2,1,1,1,1
T20120019348,1,3,60,5,2,1,1,1
T20120018406,0,3,60,2,1,1,1,0
T20120018186,2,3,80,5,0,1,1,1
T20120018545,2,2,60,1,1,1,1,1
T20120018213,2,3,80,1,1,1,1,1
T20120018216,1,3,60,5,0,1,1,1
T20120018217,2,2,60,2,1,1,1,1
T20120021894,1,3,70,5,1,1,1,1
T20120018160,5,3,100,5,0,1,1,1
T20120018165,3,2,60,1,1,1,1,1
T20120018177,1,3,80,5,2,1,1,1
T20130010441,2,3,60,2,1,1,1,1
T20120027378,1,3,60,1,1,1,1,0
T20130002483,1,3,40,2,1,1,1,1
T20120018176,1,3,80,5,4,1,1,1
T20120018172,1,3,50,5,0,1,1,0
T20120018209,2,3,50,1,1,1,1,1
T20120018559,3,3,80,5,1,1,0,0
T20120018550,1,3,40,2,2,1,1,1
