ACCIDENT_NO,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN
T20120014655,1,3,60,5,2,1,1,0
T20120002420,1,2,100,5,0,1,1,1
T20120001531,1,2,70,4,3,1,1,0
T20120001463,2,3,40,1,1,1,1,1
T20120001488,1,3,80,5,0,1,1,1
T20120001489,1,3,70,1,3,1,1,0
T20120001429,1,2,50,5,0,1,1,1
T20120001431,1,2,50,2,1,1,1,0
T20120001435,1,2,60,2,1,1,1,1
T20120001437,1,1,60,5,2,1,1,1
T20120001441,1,2,80,5,1,1,1,1
T20120001448,1,3,60,2,1,1,1,1
T20120001449,1,3,50,5,1,1,1,1
T20120001452,1,2,50,2,1,1,1,1
T20120001456,1,3,100,5,1,1,1,0
T20120001457,1,2,60,1,1,1,1,1
T20120001460,1,3,100,2,2,1,1,0
T20120001461,5,3,100,5,0,1,1,0
T20120001494,1,2,50,1,1,1,1,1
T20120001496,1,2,60,1,1,1,1,0
T20120001497,1,1,100,5,0,1,0,0
T20120001462,1,2,80,2,0,1,1,1
T20120001501,1,3,50,5,1,1,1,1
T20120001502,0,3,100,2,2,1,1,0
T20120001503,2,2,80,5,0,1,1,0
T20120007411,1,3,60,2,1,1,1,1
T20120001808,1,2,50,5,0,1,1,0
T20120001426,5,2,60,5,0,1,1,1
T20120001427,3,3,60,2,0,1,1,1
T20120001504,5,3,60,1,1,1,1,1
T20120001657,5,3,100,5,2,1,1,1
T20120001477,1,2,70,5,1,1,1,1
T20120001702,1,3,60,1,1,1,1,1
T20120001478,1,3,60,2,1,1,1,1
T20120001514,1,3,50,1,1,1,1,1
T20120002263,1,3,60,5,1,1,1,0
T20120001476,1,3,60,2,1,1,1,1
T20120003468,1,3,100,2,1,1,1,1
T20120001567,1,2,100,2,0,1,1,0
T20120001557,5,2,50,5,0,1,1,1
T20120001470,1,3,50,1,1,1,1,1
T20120001475,1,3,60,1,3,1,1,1
T20120001469,1,3,60,1,1,1,1,1
T20120001534,1,3,60,5,1,1,1,1
T20120001483,1,3,60,1,3,1,1,1
T20120001467,1,3,50,1,1,1,1,1
T20120001485,1,3,60,1,2,1,1,0
T20120001516,2,2,80,1,2,1,1,1
T20120001630,1,3,80,5,4,1,1,0
T20120001671,3,2,60,2,0,1,1,1
T20120008665,1,3,60,5,0,1,1,0
T20120005135,1,3,60,5,1,1,1,1
T20120001578,1,2,70,2,3,1,1,0
T20120001571,3,3,60,2,1,1,1,1
T20120001569,5,3,100,5,0,1,0,0
T20120001568,3,2,60,5,0,1,1,1
T20120005587,1,3,60,2,0,1,1,1
T20120001566,3,2,60,2,1,1,1,1
T20120001562,1,3,70,5,1,1,1,0
T20120001561,2,2,100,5,0,1,0,0
T20120001559,1,3,60,5,1,1,0,0
T20120001558,1,3,50,1,2,1,1,1
T20120001783,1,3,40,5,1,1,1,1
T20120001555,1,3,80,5,3,1,1,1
T20120001553,1,2,60,1,1,1,1,1
T20120001551,1,2,60,5,0,1,1,0
T20120001549,1,1,110,5,0,1,1,1
T20120001955,1,3,50,5,1,1,1,0
T20120003106,1,3,80,4,1,1,0,0
T20120001542,1,2,100,5,0,1,1,0
T20120001541,1,2,100,5,0,1,1,1
T20120001644,1,2,80,4,3,1,0,0
T20120001538,1,2,50,5,0,1,1,1
T20120001536,1,2,100,2,0,1,1,1
T20120001509,3,2,60,1,4,1,1,1
T20120001532,1,3,80,5,0,1,1,1
T20120019558,1,3,60,5,0,1,1,1
T20120001529,1,3,100,5,0,1,1,1
T20120001527,1,2,100,5,0,1,1,0
T20120001523,1,3,50,1,1,1,1,0
T20120011492,1,3,60,5,0,1,1,0
T20120001771,2,3,100,5,1,1,0,0
T20120001515,3,3,50,5,0,1,1,0
T20120001543,1,2,80,5,0,1,1,1
T20120001597,1,2,100,5,0,1,1,0
T20120001592,1,3,80,5,7,1,1,1
T20120004440,3,2,50,1,1,1,1,1
T20120001587,1,2,70,1,1,1,1,0
T20120001586,1,3,50,1,2,1,1,1
T20120001584,1,2,70,2,2,1,1,0
T20120001864,1,3,100,5,0,1,1,1
T20120001576,2,3,60,5,0,1,1,1
T20120002435,1,2,80,5,6,1,1,1
T20120001642,1,2,100,5,0,1,1,1
T20120001641,1,2,80,1,2,1,1,1
T20120001668,1,3,60,4,1,1,1,1
T20120003210,1,3,60,1,2,1,1,1
T20120001719,1,3,60,5,1,1,1,1
T20120014430,1,3,60,2,2,1,1,1
T20120002662,1,3,60,1,2,1,0,0
T20120001632,3,2,60,2,1,1,1,1
T20120001669,1,3,100,2,0,1,1,0
T20120001621,1,3,60,2,3,1,1,1
T20120002535,3,3,100,5,0,1,1,1
T20120001620,1,2,50,5,0,1,1,0
T20120001619,1,3,60,5,0,1,1,1
T20120001618,2,3,50,1,2,1,1,1
T20120001617,1,3,100,5,0,1,1,0
T20120001615,1,3,80,2,7,1,1,0
T20120001591,1,2,50,5,1,1,1,0
T20120001614,1,2,60,1,1,1,1,0
T20120002730,1,2,60,2,0,1,1,0
T20120001611,1,3,80,1,4,1,1,1
T20120001608,1,3,80,5,5,1,1,1
T20120001603,1,2,100,2,0,1,1,0
T20120001602,1,2,100,2,1,1,1,1
T20120002582,1,3,60,5,0,1,1,1
T20120001656,1,3,100,2,1,1,1,1
T20120001725,1,2,80,5,0,1,1,1
T20120016020,4,3,60,2,0,1,1,1
T20120001962,1,2,60,2,1,1,1,1
T20120001786,2,3,60,5,3,1,1,1
T20120001693,1,3,70,2,1,1,1,1
T20120001765,1,3,100,5,1,1,1,1
T20120001689,1,2,60,2,1,1,1,1
T20120001686,1,2,40,1,1,1,1,1
T20120001716,3,2,60,5,2,1,1,0
T20120001715,2,2,110,5,1,1,1,0
T20120001713,1,3,80,5,1,1,1,1
T20120001712,1,3,60,1,2,1,1,0
T20120001884,1,3,40,5,0,1,0,0
T20120018097,1,3,60,1,1,1,1,1
T20120002191,1,3,50,1,1,1,1,1
T20120001708,1,3,50,5,1,1,0,0
T20120001679,1,2,100,5,0,1,1,1
T20120002110,1,2,60,2,1,1,0,0
T20120001718,1,2,50,1,1,1,1,1
T20120001670,1,2,60,5,1,1,1,0
T20120001742,1,2,80,2,1,1,1,1
T20120001740,1,3,70,4,1,1,1,1
T20120001710,1,3,80,5,3,1,1,1
T20120001732,5,1,60,5,0,1,1,0
T20120001677,2,1,70,5,0,1,1,1
T20120001673,1,3,80,1,2,1,1,1
T20120001724,1,3,50,1,1,1,1,1
T20120001709,1,2,60,5,0,1,1,1
T20120001707,1,3,60,1,0,1,1,0
T20120001700,1,2,60,2,1,1,1,1
T20120001727,3,3,70,1,1,1,1,0
T20120001744,1,3,70,5,2,1,1,1
T20120001782,5,3,100,5,0,1,1,1
T20120006275,2,3,100,5,1,1,1,1
T20120001849,1,3,50,1,0,1,1,1
T20120001647,1,3,70,5,2,1,1,1
T20120001797,5,3,70,5,1,1,1,1
T20120001795,1,3,100,1,1,1,1,1
T20120001665,1,3,60,2,1,1,1,1
T20120001663,1,3,30,5,0,1,0,0
T20120001661,1,3,80,1,1,1,1,1
T20120003097,1,3,50,2,1,1,1,1
T20120001806,0,3,50,5,1,1,1,0
T20120003055,1,3,100,5,0,1,1,1
T20120001825,1,3,50,5,0,1,1,1
T20120001763,1,3,50,2,2,1,1,1
T20120001826,5,2,70,2,0,1,1,1
T20120001760,1,2,80,5,2,1,1,0
T20120001827,1,3,50,4,1,1,1,1
T20120001855,1,3,70,1,2,1,1,1
T20120006987,3,2,70,2,0,1,1,1
T20120002022,1,3,60,2,1,1,1,1
T20120001830,3,1,80,5,0,1,1,1
T20120001735,3,3,60,2,0,1,1,1
T20120001734,3,3,70,2,2,1,1,1
T20120013234,1,3,100,5,2,1,1,0
T20120001733,5,3,80,5,0,1,1,1
T20120001787,1,2,60,2,2,1,1,1
T20120005461,1,2,50,2,0,1,1,0
T20120001809,1,3,70,2,1,1,1,0
T20120001818,1,3,40,1,2,1,1,1
T20120001820,1,3,60,5,0,1,1,1
T20120001759,2,3,80,5,1,1,1,1
T20120001750,1,2,60,5,2,1,1,1
T20120001821,1,3,60,5,6,1,1,1
T20120002337,1,2,40,1,0,1,1,1
T20120001822,1,3,70,5,1,1,1,1
T20120001748,1,3,70,1,1,1,1,1
T20120001746,1,3,60,5,1,1,1,0
T20120003332,1,3,60,2,1,1,1,1
T20120001743,1,2,40,5,1,1,1,1
T20120001824,1,2,50,2,2,1,1,1
T20120007387,1,3,80,5,2,1,0,0
T20120001883,1,2,60,5,0,1,0,0
T20120001781,1,2,90,2,1,1,1,1
T20120001840,1,3,60,1,2,1,1,1
T20120001843,1,2,100,5,0,1,1,1
T20120001847,1,1,50,2,0,1,1,1
T20120002705,1,3,50,2,1,1,0,0
T20120001793,1,2,60,5,1,1,0,0
T20120002432,1,2,60,5,1,1,1,1
T20120001780,1,3,50,2,1,1,1,1
T20120001852,1,2,100,2,4,1,1,0
T20120001778,1,2,50,2,1,1,1,0
T20120001777,1,3,60,2,1,1,1,1
T20120001772,1,2,100,5,0,1,1,1
T20120014663,0,3,60,2,0,1,1,1
T20120001804,1,2,100,5,0,1,1,1
T20120001802,1,3,60,1,1,1,1,1
T20120001794,1,3,80,5,0,1,1,0
T20120001888,1,3,60,5,0,1,1,0
T20120001873,1,3,60,2,2,1,1,1
T20120002367,1,2,100,1,1,1,1,1
T20120001837,3,2,60,2,1,1,1,0
T20120003619,3,3,40,1,1,1,1,1
T20120002042,1,3,40,1,1,1,1,1
T20120001900,1,3,80,5,2,1,1,1
T20120002118,2,3,50,5,1,1,1,1
T20120002348,1,3,80,5,1,1,1,0
T20120001916,1,3,80,5,2,1,1,1
T20120001956,1,3,60,1,1,1,1,1
T20120001906,1,2,60,2,0,1,0,0
T20120001910,1,3,80,5,4,1,1,1
T20120001851,1,3,60,1,1,1,1,0
T20120001921,1,3,100,5,4,1,1,1
T20120001925,1,3,50,5,1,1,1,1
T20120001928,3,2,60,2,1,1,1,1
T20120001930,3,3,60,1,0,1,1,1
T20120001860,1,3,70,2,0,1,1,1
T20120001965,1,3,50,5,0,1,1,1
T20120002326,1,3,60,5,1,1,1,1
T20120001898,1,2,60,5,2,1,1,1
T20120001932,1,3,60,5,4,1,1,0
T20120001865,1,3,60,1,1,1,1,1
T20120001960,1,3,50,1,2,1,1,0
T20120001872,1,2,60,1,2,1,1,0
T20120001879,1,2,70,1,2,1,1,0
T20120001934,3,3,60,1,1,1,1,1
T20120001876,1,2,100,5,0,1,1,0
T20120001894,1,2,100,5,0,1,1,1
T20120001935,3,3,50,2,0,1,1,1
T20120001891,1,2,50,1,1,1,1,1
T20120001853,1,3,60,2,1,1,1,1
T20120001833,3,3,50,1,2,1,1,1
T20120001870,1,2,60,1,0,1,1,1
T20120001944,2,2,50,5,1,1,1,1
T20120001948,1,2,60,1,0,1,0,0
T20120001942,5,2,70,5,1,1,1,0
T20120001951,1,3,80,2,1,1,1,1
T20120002008,3,3,70,5,4,1,1,1
T20120001952,1,3,80,1,0,1,1,1
T20120001954,1,3,60,2,1,1,1,0
T20120002468,1,3,50,1,1,1,1,1
T20120001967,2,1,80,5,1,1,1,1
T20120001969,1,2,100,5,0,1,1,0
T20120001971,1,2,100,5,5,1,1,1
T20120001975,1,3,50,1,0,1,1,1
T20120001978,1,2,100,5,0,1,1,0
T20120001980,1,3,60,5,1,1,1,0
T20120001981,1,2,50,2,1,1,1,0
T20120001984,1,3,100,5,1,1,1,1
T20120001985,1,2,50,5,1,1,1,1
T20120001989,1,3,50,5,1,1,1,1
T20120002102,1,2,70,5,0,1,1,1
T20120001991,1,3,80,1,1,1,1,1
T20120001994,1,3,60,2,4,1,1,0
T20120001995,1,3,60,5,1,1,1,1
T20120001998,2,3,100,5,0,1,1,1
T20120001999,5,3,80,5,1,1,1,0
T20120002002,3,2,80,4,4,1,1,1
T20120003938,1,3,60,5,2,1,1,1
T20120006474,1,3,60,2,0,1,1,0
T20120005022,1,3,60,1,1,1,1,1
T20120001996,1,3,40,5,1,1,1,0
T20120002125,1,3,100,2,1,1,1,1
T20120002123,1,3,80,5,0,1,1,1
T20120002120,3,3,50,2,1,1,1,1
T20120002038,1,2,50,5,1,1,1,1
T20120002037,1,2,40,2,0,1,1,1
T20120002015,3,3,60,1,1,1,1,1
T20120002013,3,1,70,5,0,1,1,1
T20120002373,1,3,50,5,0,1,1,0
T20120004906,1,3,50,5,1,1,1,0
T20120002206,1,3,60,2,2,1,1,1
T20120002189,1,3,70,2,1,1,1,0
T20120002185,5,3,100,5,2,1,1,1
T20120002182,1,3,60,2,0,1,1,1
T20120002073,1,3,50,5,1,1,1,1
T20120002074,1,3,60,5,2,1,1,0
T20120002066,1,3,80,5,0,1,1,1
T20120002067,1,2,80,2,0,1,1,1
T20120002116,1,3,100,1,2,1,1,1
T20120002983,1,3,100,2,0,1,1,1
T20120002068,1,3,60,2,4,1,1,0
T20120002096,3,2,70,1,1,1,1,1
T20120002059,1,3,100,5,0,1,1,0
T20120002056,1,3,60,5,1,1,0,0
T20120004394,1,3,80,5,0,1,1,1
T20120002051,1,3,50,2,0,1,1,1
T20120002605,1,2,50,5,1,1,1,1
T20120002050,1,3,50,2,0,1,1,1
T20120002048,1,3,100,5,0,1,1,1
T20120002046,1,2,100,2,0,1,1,1
T20120002043,1,3,80,1,1,1,1,1
T20120002003,3,2,60,5,3,1,1,0
T20120002034,1,3,60,2,0,1,1,1
T20120002032,1,2,50,5,0,1,1,1
T20120002108,1,3,80,5,2,1,1,1
T20120002025,1,3,100,5,0,1,1,1
T20120002018,1,3,50,1,1,1,1,1
T20120002060,1,1,50,2,0,1,1,1
T20120002524,1,3,100,5,1,1,1,1
T20120002012,3,2,50,5,0,1,1,1
T20120002083,1,3,60,1,1,1,1,1
T20120002082,1,3,60,1,2,1,1,1
T20120002079,1,3,100,5,0,1,0,0
T20120002076,1,3,80,4,1,1,1,0
T20120002011,5,2,80,4,0,1,1,1
T20120002061,1,3,80,2,2,1,1,1
T20120002170,1,3,60,1,2,1,1,1
T20120002090,5,3,100,5,0,1,1,1
T20120006136,1,3,60,1,1,1,0,0
T20120002084,1,3,50,4,0,1,0,0
T20120002134,1,2,60,5,1,1,1,1
T20120002119,1,3,80,2,1,1,0,0
T20120003375,3,3,100,1,0,1,1,1
T20120002146,3,2,70,1,1,1,1,1
T20120002126,1,2,80,5,0,1,1,0
T20120002138,1,2,60,2,2,1,1,0
T20120002124,1,2,100,5,0,1,1,1
T20120002139,1,3,70,5,0,1,1,0
T20120002141,1,3,60,5,1,1,1,0
T20120002097,3,2,80,5,3,1,1,1
T20120002142,1,3,60,5,3,1,1,1
T20120002106,1,2,50,2,1,1,1,1
T20120002145,1,3,60,2,1,1,1,1
T20120002094,3,2,50,5,0,1,1,1
T20120002122,1,2,80,5,0,1,1,1
T20120002440,1,3,90,5,0,1,1,1
T20120002414,1,3,100,5,0,1,1,0
T20120002105,2,3,50,2,1,1,1,1
T20120002149,1,1,100,5,1,1,1,1
T20120002114,1,3,50,2,2,1,1,0
T20120002115,1,2,80,1,1,1,1,0
T20120002550,2,2,60,5,2,1,1,1
T20120003312,3,3,60,5,1,1,1,0
T20120002341,1,2,80,5,0,1,1,1
T20120002332,1,3,70,5,1,1,1,0
T20120002156,2,2,60,5,0,1,1,1
T20130013251,1,3,60,5,1,1,1,1
T20120002121,1,3,60,1,1,1,1,1
T20120003105,1,3,60,1,1,1,1,1
T20120002117,1,3,60,5,1,1,1,1
T20120002127,1,2,100,5,0,1,1,0
T20120002195,1,2,100,5,0,1,1,0
T20120002179,1,3,80,1,0,1,1,1
T20120002132,1,2,80,5,0,1,1,1
T20120003464,1,3,80,5,0,1,1,1
T20120002129,1,3,60,5,2,1,1,0
T20120002130,1,3,100,5,1,1,0,0
T20120002095,3,2,50,5,0,1,1,1
T20120002223,1,1,100,5,4,1,1,1
T20120011452,1,3,100,5,0,1,1,0
T20120002289,1,2,80,3,3,1,1,0
T20120002298,3,3,50,5,0,1,1,1
T20120002203,2,3,60,2,1,1,1,0
T20120002211,3,2,50,2,0,1,1,0
T20120004215,3,3,80,5,1,1,1,0
T20120002176,1,3,60,4,0,1,1,0
T20120005637,1,3,100,2,3,1,1,0
T20120002608,1,3,110,5,0,1,1,1
T20120002627,1,2,60,1,0,1,1,0
T20120002181,1,2,80,5,2,1,1,0
T20120002161,3,3,60,1,2,1,1,1
T20120002163,3,2,60,2,1,1,1,0
T20120002202,1,2,80,1,0,1,1,0
T20120002197,1,2,50,5,0,1,0,0
T20120005544,1,3,50,1,0,1,1,1
T20120002200,1,2,40,2,1,1,1,1
T20120009601,3,3,60,1,0,1,1,0
T20120002177,1,2,100,2,0,1,0,0
T20120002236,1,2,110,5,0,1,1,0
T20120002184,1,3,80,1,0,1,0,0
T20120002165,5,2,110,5,0,1,1,1
T20120002199,1,2,80,5,2,1,1,1
T20120002301,3,2,50,5,1,1,1,1
T20120002302,2,2,60,5,0,1,1,1
T20120002227,1,2,60,5,2,1,1,1
T20120002228,1,3,60,5,0,1,1,0
T20120002232,1,3,60,5,1,1,1,1
T20120002238,1,3,100,5,0,1,1,0
T20120002848,1,3,60,1,1,1,1,1
T20120002241,1,3,60,5,1,1,1,1
T20120002812,3,3,100,1,0,1,1,1
T20120002329,1,3,80,4,1,1,1,1
T20120002242,1,2,50,5,1,1,1,1
T20120002246,1,3,60,5,0,1,1,1
T20120002248,1,3,50,1,1,1,1,1
T20120002251,1,3,60,1,1,1,1,1
T20120002253,1,3,100,5,0,1,1,1
T20120002256,1,2,60,1,1,1,1,1
T20120002257,1,2,100,5,0,1,0,0
T20120002259,1,2,50,5,1,1,1,0
T20120002262,1,3,60,2,2,1,1,1
T20120002267,1,2,60,1,1,1,1,1
T20120002268,1,3,60,4,2,1,1,0
T20120006128,1,3,50,1,0,1,1,1
T20120002271,1,3,60,5,0,1,1,1
T20120003386,1,3,60,5,1,1,0,0
T20120007873,1,3,60,2,2,1,1,1
T20120002330,3,2,60,5,0,1,1,1
T20120003529,1,3,80,5,1,1,1,1
T20120016837,3,3,60,1,0,1,1,1
T20130009163,1,3,50,5,1,1,1,1
T20120002537,1,3,50,5,0,1,1,1
T20120002215,3,2,60,2,0,1,1,1
T20120002216,5,2,100,5,1,1,1,1
T20120002275,1,3,50,1,1,1,1,0
T20120002276,1,2,60,1,2,1,1,0
T20120002279,1,2,40,2,1,1,1,0
T20120002283,1,2,60,1,1,1,0,0
T20120002217,2,3,100,5,0,1,0,0
T20120002221,2,2,50,5,0,1,1,1
T20120002629,1,3,60,5,0,1,1,0
T20120002285,1,3,50,5,1,1,1,1
T20120002224,1,3,60,5,0,1,1,1
T20120002287,1,3,70,1,2,1,1,1
T20120002273,1,2,60,5,0,1,1,1
T20120002290,1,2,100,5,1,1,0,0
T20120002425,2,2,80,1,0,1,1,0
T20120003705,1,3,60,2,0,1,1,1
T20120002294,1,3,100,5,1,1,1,1
T20120002295,2,3,50,1,1,1,1,0
T20120003205,1,3,50,5,1,1,1,0
T20120002293,1,3,80,5,1,1,1,1
T20120002366,1,2,70,2,5,1,1,1
T20120002363,1,3,70,5,0,1,1,1
T20120002356,1,3,100,5,0,1,1,0
T20120002354,1,2,60,1,1,1,1,1
T20120002350,1,3,80,4,1,1,1,1
T20120002345,1,1,100,5,0,1,1,0
T20120002344,1,3,70,5,3,1,0,0
T20120002342,1,2,50,2,1,1,1,1
T20120002331,1,2,70,5,2,1,1,1
T20120002371,1,3,100,5,1,1,1,0
T20120002412,1,3,80,5,0,1,1,0
T20120002379,1,2,60,2,2,1,1,1
T20120002380,1,2,70,1,2,1,1,1
T20120002309,3,2,60,1,0,1,1,1
T20120004807,1,3,80,5,2,1,1,1
T20120002310,3,2,60,1,0,1,1,1
T20120002381,1,3,60,5,0,1,1,0
T20120002312,3,2,70,5,1,1,1,1
T20120002500,2,3,60,1,1,1,1,0
T20120002323,1,3,40,2,1,1,1,0
T20120002617,1,3,60,1,0,1,1,0
T20120002351,1,2,40,2,0,1,1,1
T20120004867,1,3,60,1,2,1,1,0
T20120002320,1,3,60,1,1,1,1,1
T20120014807,3,3,60,2,1,1,1,0
T20120014987,1,3,60,1,1,1,1,1
T20120002394,3,2,70,5,1,1,1,1
T20120002382,1,2,50,2,1,1,1,1
T20120002384,1,2,60,2,1,1,1,0
T20120002387,1,3,70,5,1,1,1,0
T20120002461,1,3,60,5,1,1,1,1
T20120002539,1,3,50,2,1,1,1,1
T20120002390,3,3,50,5,0,1,1,1
T20120002391,3,3,60,1,2,1,1,1
T20120002328,1,2,50,1,0,1,1,1
T20120002393,1,2,100,5,1,1,1,0
T20120002372,1,2,60,5,0,1,1,0
T20120002377,1,3,60,2,1,1,1,1
T20120004110,1,3,50,5,1,1,1,0
T20120002417,1,3,50,2,3,1,1,0
T20120002659,4,2,60,2,1,1,1,1
T20120006819,1,3,50,2,1,1,1,0
T20120004331,1,2,60,2,1,1,1,0
T20120002551,1,2,80,5,0,1,1,1
T20120002882,1,3,70,5,1,1,0,0
T20120002482,3,2,50,5,3,1,1,1
T20120002518,1,3,80,2,1,1,1,0
T20120002480,1,3,50,2,1,1,1,1
T20120002475,1,2,50,4,0,1,1,1
T20120002474,1,3,100,2,3,1,1,1
T20120005481,1,3,60,5,3,1,1,1
T20120005735,1,3,50,1,1,1,1,0
T20120002473,1,3,40,5,3,1,1,1
T20120004683,1,3,60,4,1,1,1,1
T20120002464,1,2,60,1,1,1,1,1
T20120002462,1,3,40,2,1,1,1,1
T20120002452,1,2,80,5,0,1,1,1
T20120002451,1,2,100,5,0,1,1,1
T20120002450,1,3,50,2,1,1,1,1
T20120002447,1,2,50,1,1,1,1,1
T20120002444,1,2,80,2,0,1,1,0
T20120002443,1,3,50,1,2,1,1,0
T20120002507,1,3,100,1,1,1,1,1
T20120002439,1,3,50,1,2,1,1,1
T20120002410,1,2,100,5,1,1,1,1
T20120002397,5,2,110,5,0,1,1,1
T20120002429,1,3,60,2,1,1,1,1
T20120002488,5,2,100,5,0,1,1,1
T20120003543,1,3,100,5,3,1,1,0
T20120002424,1,3,60,5,1,1,1,0
T20120002423,1,1,80,4,1,1,1,1
T20120002421,1,3,90,5,2,1,1,1
T20120002479,1,2,100,1,0,1,0,0
T20120003302,3,3,60,2,1,1,1,1
T20120002675,1,3,50,5,0,1,1,0
T20120002486,1,3,50,1,3,1,0,0
T20120002478,1,3,70,1,2,1,1,1
T20120003471,1,2,50,5,1,1,1,1
T20120004646,1,3,60,2,0,1,1,1
T20120002510,1,3,60,2,1,1,1,0
T20120002515,1,3,100,5,1,1,1,1
T20120002517,1,2,60,5,1,1,1,1
T20120002519,1,2,50,5,0,1,1,0
T20120002501,1,3,80,2,1,1,1,1
T20120002520,1,3,70,1,2,1,1,1
T20120002499,1,2,50,5,2,1,1,0
T20120002521,1,3,50,5,1,1,1,0
T20120002522,1,2,50,1,3,1,1,1
T20120002597,1,2,100,5,1,1,1,0
T20120002527,1,3,50,2,1,1,1,1
T20120002529,1,3,60,5,2,1,1,0
T20120002569,3,2,50,2,0,1,1,1
T20120002490,3,2,70,1,0,1,1,1
T20120002530,1,3,50,2,1,1,1,1
T20120002498,2,2,50,5,3,1,1,1
T20120002886,2,2,50,1,1,1,1,1
T20120002549,1,3,70,1,2,1,1,1
T20120002591,3,3,60,2,1,1,1,1
T20120002509,1,2,50,2,2,1,1,1
T20120002583,3,2,60,1,1,1,1,1
T20120002580,1,3,60,5,0,1,1,0
T20120006610,1,3,100,5,1,1,1,1
T20120004691,1,3,40,1,1,1,1,1
T20120007824,1,3,60,1,1,1,1,1
T20120002508,1,2,70,1,0,1,1,1
T20120002502,1,2,60,5,0,1,1,1
T20120002563,1,2,100,5,0,1,1,1
T20120002552,1,3,60,2,3,1,1,1
T20120002547,1,2,70,2,0,1,1,0
T20120002606,1,3,70,2,2,1,0,0
T20120002644,3,2,60,5,1,1,1,1
T20120005745,1,2,50,2,0,1,1,1
T20120002601,1,2,50,2,1,1,1,0
T20120002598,1,3,50,1,3,1,1,0
T20120002596,1,3,60,1,1,1,1,0
T20120002602,1,3,60,2,1,1,1,0
T20120002595,1,3,60,5,1,1,1,1
T20120009329,1,3,50,1,1,1,1,0
T20120002839,1,3,100,5,0,1,1,1
T20120002835,1,2,50,1,0,1,1,1
T20120002585,1,3,50,1,2,1,1,1
T20120002579,1,3,40,1,1,1,1,1
T20120002577,1,3,60,5,1,1,0,0
T20120002576,1,3,60,2,1,1,0,0
T20120002575,1,2,40,1,1,1,1,1
T20120002854,1,3,100,5,1,1,1,1
T20120002667,1,3,60,2,1,1,1,1
T20120002670,1,3,60,1,3,1,1,1
T20120002632,1,3,80,1,3,1,1,1
T20120003242,1,3,60,2,0,1,0,0
T20120002631,1,1,60,2,1,1,1,1
T20120002689,3,3,100,5,3,1,1,1
T20120007499,5,3,100,5,2,1,1,0
T20120002624,1,3,60,5,2,1,1,1
T20120007284,1,3,60,5,0,1,1,1
T20120002649,3,2,60,5,0,1,1,1
T20120023316,0,3,50,1,1,1,1,1
T20120008483,1,3,60,2,3,1,1,1
T20120002623,1,3,80,5,2,1,0,0
T20120002809,1,3,40,2,2,1,1,1
T20120002618,1,3,100,5,0,1,1,1
T20120002638,3,2,60,5,1,1,1,1
T20120002615,1,3,50,5,0,1,1,1
T20120003335,1,3,70,5,1,1,1,1
T20120003521,1,3,70,2,1,1,1,0
T20120010997,3,2,60,2,2,1,1,1
T20120002841,1,3,80,5,1,1,1,0
T20120002686,1,2,50,5,0,1,1,0
T20120002742,1,3,100,5,0,1,1,0
T20120002743,1,2,100,5,1,1,1,1
T20120002749,2,2,50,1,1,1,1,1
T20120002767,1,3,70,2,1,1,1,1
T20120002932,1,2,80,5,0,1,1,0
T20120002940,1,2,0,5,0,1,1,1
T20120002724,5,3,100,5,0,1,1,1
T20120002712,5,2,100,2,0,1,1,1
T20120002709,1,2,100,5,2,1,1,1
T20120003254,1,3,50,5,1,1,1,1
T20120002703,1,2,60,1,1,1,1,1
T20120002660,1,3,60,5,0,1,1,0
T20120002701,1,2,50,1,2,1,1,1
T20120002651,3,2,80,5,0,1,1,1
T20120002698,1,3,50,2,0,1,1,1
T20120002697,1,3,60,5,4,1,1,1
T20150003079,1,3,50,5,0,1,1,0
T20120002661,1,3,60,1,2,1,1,1
T20120002720,1,3,100,1,1,1,1,1
T20120002694,1,3,80,5,1,1,1,0
T20130003141,1,3,60,5,0,1,1,1
T20120026818,1,3,80,1,2,1,0,0
T20120002690,1,3,60,5,0,1,1,1
T20120002655,1,3,50,2,2,1,1,1
T20120002688,1,1,60,2,1,1,1,1
T20120002738,1,3,60,5,1,1,1,1
T20120014643,2,3,70,1,3,1,1,1
T20120002723,1,3,60,5,1,1,1,1
T20120002678,1,3,60,5,0,1,1,1
T20120002677,1,3,80,5,0,1,1,0
T20120002658,1,2,60,5,1,1,1,1
T20120002663,1,3,60,5,2,1,1,1
T20120002676,1,2,100,5,0,1,1,1
T20120004272,1,3,80,5,0,1,1,1
T20120002680,1,3,80,5,7,1,1,1
T20120002674,1,2,50,2,5,1,0,0
T20120002672,1,3,60,2,2,1,1,1
T20120002671,1,2,50,5,0,1,1,0
T20120002668,1,3,50,2,1,1,0,0
T20120002664,1,2,60,5,0,1,1,1
T20120002826,1,2,100,1,1,1,1,1
T20120004758,1,2,50,5,0,1,1,1
T20120002761,1,3,80,5,0,1,1,1
T20120002763,1,2,60,1,0,1,1,1
T20120002766,1,3,80,5,1,1,1,1
T20120002772,1,3,60,1,2,1,0,0
T20120002773,1,3,80,1,0,1,1,0
T20120002777,1,2,80,5,0,1,1,0
T20120002778,1,3,60,1,2,1,1,1
T20120002779,1,2,100,5,0,1,1,1
