ACCIDENT_NO,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN,TAKEN_HOSPITAL,MEDIAN_AGE_GROUP,DAY_OF_WEEK,NO_OF_VEHICLES,NO_PERSONS,AGG_LIGH_SURF_ATMOS_COND,VEHICLE_YEAR_MANUF,VEHICLE_FUEL_TYPE,VEHICLES_TARE_WEIGHT,AGG_ROAD_SURFACE_TYPE,CAUGHT_FIRE,HIGHEST_LEVEL_OF_DAMAGE
T20120000104,OTHER,100,2,0,1,2,1,1.0,40-64,2,1,1,1.0,2003,M,1665.0,3,2,2
T20120000109,SERIOUS,110,2,0,1,2,1,0.0,26-39,2,1,2,1.0,2001,P,1775.0,1,2,3
T20120000116,SERIOUS,60,5,0,1,2,0,0.0,26-39,3,1,1,2.0,1998,P,1450.0,1,2,5
T20120000124,OTHER,60,5,0,1,2,1,1.0,40-64,3,1,2,1.0,1998,P,1100.0,1,2,0
T20120000131,SERIOUS,80,5,0,1,2,0,1.0,65+,3,1,1,1.0,1996,P,950.0,1,2,3
T20120000133,SERIOUS,60,2,0,1,2,0,1.0,26-39,3,1,1,1.0,1999,P,1300.0,1,2,4
T20120000137,SERIOUS,100,5,0,1,2,0,1.0,40-64,3,1,1,2.33,1998,P,800.0,1,2,4
T20120000138,SERIOUS,100,1,0,1,1,1,1.0,Under 16,3,1,1,1.0,1997,P,950.0,1,2,5
T20120000139,OTHER,60,1,3,1,2,0,1.0,26-39,3,3,5,1.0,2011,D,1611.0,1,2,5
T20120000141,OTHER,50,2,0,1,2,1,1.0,Under 16,2,1,1,1.0,2005,D,1835.0,1,2,4
T20120000142,SERIOUS,80,1,3,1,2,1,1.0,26-39,3,2,4,1.0,1994,D,4430.0,1,2,3
T20120000146,SERIOUS,60,5,0,1,2,1,1.0,40-64,3,1,4,1.0,1995,M,1500.0,1,2,4
T20120000147,SERIOUS,60,2,1,1,2,0,0.0,26-39,3,2,3,1.0,2010,P,1337.0,1,2,3
T20120000148,OTHER,100,5,1,1,2,0,0.0,17-25,2,1,2,1.33,2003,P,825.0,3,2,4
T20120000152,OTHER,80,2,1,1,2,0,1.0,26-39,3,1,2,1.33,2004,P,1502.0,1,2,3
T20120000155,SERIOUS,50,2,0,1,1,1,0.0,Under 16,3,1,1,1.0,1997,P,1400.0,1,2,5
T20120000165,OTHER,50,1,2,1,2,1,1.0,40-64,3,2,3,1.33,2008,P,550.0,1,2,3
T20120000167,FATAL,80,5,0,1,2,1,0.0,17-25,3,2,4,1.0,1998,D,1892.0,1,2,4
T20120000169,SERIOUS,60,1,1,1,2,0,0.0,40-64,3,2,3,1.0,1992,P,1415.0,1,2,4
T20120000174,OTHER,100,5,0,1,2,0,0.0,40-64,3,2,3,2.33,2000,P,1560.0,1,2,5
T20120000178,SERIOUS,60,1,0,1,2,0,0.0,40-64,4,1,6,2.0,1993,P,1100.0,1,2,5
T20120000185,SERIOUS,40,5,0,1,2,1,0.0,65+,4,1,1,1.67,2007,P,1545.0,1,2,5
T20120000186,OTHER,80,1,0,1,1,0,1.0,65+,4,2,2,1.67,2001,P,1139.0,1,2,4
T20120000190,OTHER,70,5,12,1,2,0,0.0,17-25,3,13,13,1.67,1997,P,1300.0,1,2,1
T20120000195,OTHER,60,1,1,1,2,1,1.0,26-39,4,2,2,1.67,2001,P,1605.0,1,2,3
T20120000196,SERIOUS,100,5,0,1,2,0,1.0,65+,4,1,1,1.0,1989,D,2500.0,1,2,4
T20120000204,OTHER,60,5,0,1,2,1,0.0,26-39,4,1,3,1.33,2008,P,1040.0,1,2,4
T20120000205,SERIOUS,60,5,2,1,2,1,1.0,65+,4,2,3,1.0,2006,D,6190.0,1,2,1
T20120000206,OTHER,80,5,0,1,2,1,1.0,40-64,4,1,4,2.67,2002,P,1050.0,2,2,3
T20120000211,SERIOUS,50,5,0,1,2,1,0.0,40-64,4,1,1,0.67,1994,P,1440.0,1,2,4
T20120000214,SERIOUS,50,5,0,1,2,1,1.0,40-64,4,1,1,1.0,2004,P,1530.0,1,2,5
T20120000216,SERIOUS,70,4,1,1,2,0,1.0,17-25,4,2,2,1.0,1990,D,5805.0,1,2,2
T20120000224,OTHER,10,5,0,1,2,1,1.0,26-39,4,1,1,1.0,2000,P,1058.0,1,2,4
T20120000225,OTHER,50,2,2,1,2,1,1.0,26-39,4,2,3,1.0,1998,P,983.0,1,2,2
T20120000227,OTHER,60,1,2,1,2,0,0.0,26-39,4,2,3,1.0,2008,D,1805.0,1,2,2
T20120000231,OTHER,60,1,2,1,1,1,1.0,40-64,4,2,3,1.0,1997,G,1521.0,1,2,0
T20120000237,OTHER,100,5,1,1,2,1,0.0,40-64,4,1,2,1.0,1998,P,1504.0,1,2,4
T20120000238,OTHER,80,5,0,1,2,0,1.0,26-39,4,1,2,1.0,1994,P,1000.0,3,2,5
T20120000242,SERIOUS,70,5,2,1,2,1,1.0,26-39,4,2,3,1.33,1991,P,1350.0,1,2,1
T20120000245,SERIOUS,60,4,2,1,2,1,0.0,26-39,4,1,3,1.67,2001,M,1400.0,1,1,2
T20120000246,OTHER,80,2,0,1,1,1,1.0,Under 16,5,1,1,2.0,2004,P,1526.0,1,2,3
T20120000251,OTHER,80,2,1,1,2,1,1.0,26-39,5,2,2,1.0,1998,P,1325.0,1,2,2
T20120000253,OTHER,60,2,1,1,2,0,0.0,26-39,3,2,2,2.33,2003,P,1325.0,1,2,1
T20120000255,SERIOUS,70,5,0,1,1,1,0.0,Under 16,5,2,2,1.0,2000,P,1402.0,1,2,4
T20120000256,SERIOUS,60,1,0,1,2,0,1.0,40-64,5,2,3,1.0,2001,P,1406.0,1,2,4
T20120000258,SERIOUS,40,2,1,1,2,1,1.0,26-39,4,2,2,1.0,1999,P,550.0,1,2,1
T20120000263,OTHER,70,2,1,1,2,1,0.0,40-64,5,2,2,1.0,2002,P,1715.0,1,2,0
T20120000264,SERIOUS,100,5,0,1,1,0,1.0,Under 16,4,1,2,2.67,2011,D,1650.0,1,2,5
T20120000274,OTHER,100,5,0,1,2,0,1.0,40-64,2,1,1,0.67,1999,P,1694.0,1,2,3
T20120000275,FATAL,100,5,0,1,1,0,0.0,Under 16,5,1,1,2.33,1999,P,1739.0,1,2,5
T20120000277,SERIOUS,40,5,1,1,2,0,0.0,40-64,4,1,2,1.0,2004,D,11840.0,1,2,0
T20120000278,OTHER,60,2,1,1,2,0,1.0,26-39,3,2,2,1.0,1999,P,1325.0,1,2,1
T20120000279,SERIOUS,80,1,2,1,2,0,0.0,17-25,5,2,3,1.0,1994,P,1000.0,1,2,3
T20120000285,OTHER,100,1,1,1,2,0,0.0,17-25,5,2,2,1.0,2004,G,1383.0,1,2,3
T20120000286,OTHER,60,1,2,1,2,1,0.0,40-64,5,1,3,1.0,2008,P,1292.0,1,2,0
T20120000293,OTHER,70,5,1,1,2,1,1.0,26-39,5,2,4,1.0,1998,P,1250.0,1,2,2
T20120000296,SERIOUS,70,5,1,1,2,0,1.0,65+,5,1,2,0.33,1993,P,3100.0,1,2,0
T20120000300,SERIOUS,60,2,4,1,2,1,1.0,17-25,5,2,5,1.0,2003,D,1600.0,1,2,1
T20120000304,OTHER,70,2,5,1,2,0,1.0,40-64,5,4,6,1.0,2008,P,1460.0,1,2,0
T20120000306,OTHER,50,5,1,1,2,0,0.0,26-39,5,4,3,1.0,2001,P,1287.0,1,2,1
T20120000307,SERIOUS,100,1,0,1,2,0,1.0,26-39,5,2,2,1.33,2006,P,1415.0,1,2,5
T20120000314,OTHER,60,1,2,1,2,0,0.0,65+,5,2,3,1.0,2000,P,1199.0,1,2,1
T20120000315,SERIOUS,100,1,0,1,1,1,0.0,17-25,5,2,3,1.0,2005,P,1514.0,1,2,4
T20120000318,OTHER,100,5,0,1,2,1,0.0,26-39,5,1,1,1.0,2000,P,2055.0,3,2,1
T20120000321,OTHER,100,5,1,1,2,0,1.0,40-64,5,2,2,1.0,2003,D,2000.0,1,2,2
T20120000322,SERIOUS,70,1,1,1,2,1,1.0,65+,4,2,2,0.33,1999,D,1573.0,1,2,2
T20120000323,OTHER,60,5,1,1,2,1,0.0,40-64,2,1,2,1.0,1987,P,1050.0,3,2,5
T20120000328,SERIOUS,40,2,0,1,2,1,1.0,65+,5,1,4,1.33,2002,P,1545.0,1,2,5
T20120000329,OTHER,60,5,4,1,2,1,0.0,17-25,5,1,5,1.67,1998,P,1200.0,1,2,2
T20120000334,OTHER,60,2,1,1,2,1,0.0,26-39,6,1,2,1.67,1985,D,1000.0,1,2,0
T20120000338,SERIOUS,60,5,3,1,2,0,1.0,26-39,5,1,5,1.67,1990,M,1300.0,1,2,4
T20120000342,SERIOUS,100,5,1,1,2,1,1.0,17-25,6,2,2,1.33,2011,P,1490.0,1,2,2
T20120000343,OTHER,30,5,2,1,2,1,1.0,40-64,5,2,3,1.0,2001,D,1660.0,1,2,0
T20120000351,SERIOUS,100,5,0,1,2,0,1.0,40-64,5,1,1,1.0,2002,P,1555.0,1,1,5
T20120000352,OTHER,80,5,0,1,1,1,0.0,Under 16,5,1,1,0.67,2009,P,1160.0,1,2,2
T20120000353,OTHER,80,1,0,1,2,1,1.0,17-25,5,1,1,1.0,2010,P,1050.0,1,2,5
T20120000356,SERIOUS,80,5,0,1,1,1,0.0,Under 16,5,1,1,1.0,2003,P,1400.0,1,2,3
T20120000361,OTHER,60,5,2,1,2,1,0.0,Under 16,4,2,3,1.0,2006,P,1007.0,1,2,2
T20120000367,OTHER,60,4,1,1,2,1,1.0,65+,6,2,2,1.0,1996,P,1029.0,1,2,4
T20120000371,SERIOUS,50,2,1,1,2,0,1.0,40-64,6,2,2,1.0,1986,P,1102.0,1,2,1
T20120000375,OTHER,100,5,0,1,2,0,1.0,40-64,6,1,1,1.0,1988,P,940.0,3,2,5
T20120000376,SERIOUS,50,1,1,1,1,1,0.0,17-25,5,2,2,1.0,2004,D,1816.0,1,2,2
T20120000377,OTHER,40,5,1,1,2,0,0.0,65+,3,2,2,1.67,1988,P,1718.0,1,2,1
T20120000382,OTHER,50,5,0,1,1,0,1.0,17-25,6,1,1,1.0,2001,P,1504.0,3,2,5
T20120000386,OTHER,60,5,0,1,2,0,1.0,65+,5,1,1,1.67,1999,P,600.0,1,2,5
T20120000388,SERIOUS,80,5,0,1,2,0,0.0,65+,6,1,1,1.0,1999,P,1512.0,1,2,5
T20120000390,OTHER,80,5,1,1,2,1,0.0,40-64,6,2,2,1.0,2008,D,1866.0,1,2,1
T20120000391,OTHER,50,1,1,1,2,0,0.0,26-39,6,2,2,1.0,1986,P,1163.0,1,2,3
T20120000396,SERIOUS,60,5,2,1,1,1,1.0,17-25,6,1,3,1.0,1996,P,1400.0,1,2,0
T20120000400,OTHER,80,5,0,1,1,1,1.0,17-25,6,1,1,1.67,1992,P,1540.0,1,2,4
T20120000403,SERIOUS,100,5,1,1,1,0,0.0,Under 16,7,2,2,2.67,1999,P,1745.0,1,2,2
T20120000404,OTHER,60,1,1,1,2,1,1.0,17-25,7,2,4,1.67,1997,D,1652.0,1,2,4
T20120000410,SERIOUS,100,5,1,1,2,1,1.0,26-39,7,2,2,2.33,1997,M,1350.0,1,2,3
T20120000411,SERIOUS,60,1,3,1,2,1,0.0,40-64,6,3,4,1.67,2010,D,6218.0,1,2,0
T20120000414,OTHER,60,2,0,1,2,0,0.0,65+,7,1,1,1.67,1994,P,1200.0,1,2,1
T20120000415,OTHER,60,4,3,1,2,1,0.0,40-64,4,2,4,1.67,2003,P,1025.0,1,2,3
T20120000417,SERIOUS,60,1,1,1,2,0,1.0,65+,7,2,2,1.33,1995,P,1025.0,1,2,3
T20120000422,SERIOUS,50,5,1,1,2,0,1.0,40-64,6,2,2,1.0,1999,P,1181.0,1,2,0
T20120000424,OTHER,60,2,1,1,1,0,1.0,26-39,6,2,2,1.0,2007,P,1281.0,1,2,1
T20120000425,OTHER,70,5,3,1,2,0,1.0,26-39,6,2,4,1.0,2005,P,1353.0,1,2,3
T20120000427,OTHER,60,1,2,1,2,0,0.0,40-64,7,2,3,1.0,1999,M,1719.0,1,2,2
T20120000428,OTHER,60,5,0,1,2,1,0.0,40-64,6,1,1,1.33,2010,P,1628.0,1,2,1
T20120000429,OTHER,100,2,0,1,2,1,1.0,40-64,6,1,1,1.0,2011,P,1400.0,1,2,2
T20120000430,SERIOUS,60,5,3,1,2,0,1.0,26-39,7,3,5,1.0,1997,P,1300.0,1,2,4
T20120000431,OTHER,60,5,5,1,2,0,1.0,40-64,7,2,6,1.0,1998,P,1468.0,1,2,3
T20120000433,OTHER,80,2,0,1,2,1,1.0,65+,7,1,1,1.0,1986,D,3000.0,1,2,4
T20120000434,OTHER,60,5,1,1,1,1,0.0,40-64,7,2,2,1.0,2002,P,1140.0,3,2,2
T20120000435,SERIOUS,80,4,1,1,2,1,0.0,40-64,7,2,2,1.0,2001,D,1320.0,1,2,3
T20120000436,OTHER,60,5,10,1,1,0,1.0,26-39,7,5,14,1.0,2004,P,1726.0,1,2,1
T20120000447,OTHER,100,5,0,1,2,1,1.0,40-64,7,1,1,1.0,1990,P,1400.0,1,2,3
T20120000449,OTHER,70,5,1,1,2,1,1.0,40-64,7,2,2,1.0,1985,P,1125.0,1,2,3
T20120000450,SERIOUS,70,5,1,1,2,1,0.0,26-39,1,2,2,1.0,1999,D,1855.0,1,2,1
T20120000452,OTHER,80,2,2,1,2,1,1.0,26-39,7,2,3,1.0,1998,M,1742.0,1,2,3
T20120000453,OTHER,110,5,0,1,1,0,1.0,40-64,7,1,1,1.0,1994,P,1355.0,1,2,4
T20120000457,OTHER,60,1,1,1,1,1,0.0,Under 16,7,3,3,1.67,1992,P,1448.0,1,2,3
T20120000458,FATAL,100,5,0,1,2,0,1.0,17-25,7,1,1,1.0,1999,P,995.0,1,2,5
T20120000460,OTHER,50,5,2,1,2,1,0.0,40-64,5,2,3,0.67,2009,G,1250.0,1,2,0
T20120000461,SERIOUS,50,2,0,1,2,1,1.0,17-25,6,1,1,0.67,2001,P,1550.0,1,2,3
T20120000465,OTHER,60,2,2,1,1,1,0.0,65+,7,2,3,1.67,2010,P,1676.0,1,2,1
T20120000466,OTHER,80,5,0,1,2,0,1.0,40-64,7,1,1,1.0,1992,P,1300.0,1,2,3
T20120000475,SERIOUS,60,5,2,1,2,1,1.0,65+,7,1,3,2.33,2004,P,1694.0,1,2,5
T20120000476,SERIOUS,80,5,0,1,2,0,0.0,17-25,7,1,2,2.33,1996,P,1410.0,1,2,4
T20120000477,OTHER,60,1,0,1,1,0,1.0,Under 16,6,1,1,1.67,1990,P,1895.0,1,2,2
T20120000480,OTHER,50,2,0,1,2,1,1.0,40-64,1,1,1,2.33,1989,M,1350.0,1,2,1
T20120000484,OTHER,75,2,0,1,2,0,1.0,17-25,1,1,1,3.0,2006,P,1500.0,1,2,4
T20120000485,SERIOUS,60,1,0,1,2,0,1.0,26-39,1,2,3,2.33,2004,P,1415.0,1,2,3
T20120000486,OTHER,60,5,1,1,2,0,1.0,65+,1,2,2,2.33,2005,P,1451.0,1,2,2
T20120000487,OTHER,60,1,1,1,2,0,0.0,40-64,1,2,2,1.67,1993,M,1385.0,1,2,3
T20120000492,OTHER,50,5,0,1,2,0,1.0,40-64,1,1,1,1.33,1997,D,1588.0,1,2,1
T20120000493,OTHER,60,5,0,1,2,0,0.0,40-64,1,1,1,1.67,2008,P,1500.0,1,2,1
T20120000498,OTHER,100,5,0,1,2,1,0.0,17-25,1,1,1,1.67,2002,P,1550.0,1,2,3
T20120000499,OTHER,40,4,0,1,2,1,0.0,40-64,1,1,1,1.67,2003,P,1526.0,1,2,1
T20120000501,OTHER,100,5,0,1,2,0,1.0,40-64,7,1,1,1.0,2010,P,2027.0,1,2,1
T20120000502,SERIOUS,70,5,0,1,2,1,1.0,40-64,1,2,1,1.0,1999,P,1482.0,1,2,2
T20120000505,OTHER,60,5,1,1,2,0,0.0,26-39,1,1,2,0.33,2000,P,1275.0,1,2,1
T20120000506,OTHER,50,1,1,1,2,1,1.0,26-39,1,1,2,1.0,2010,P,1300.0,1,2,0
T20120000507,OTHER,60,1,6,1,2,0,0.0,65+,1,6,9,1.0,1993,P,1286.0,1,2,4
T20120000510,SERIOUS,60,2,0,1,2,1,0.0,Under 16,1,2,3,1.0,2010,P,1350.0,1,2,3
T20120000519,OTHER,100,5,0,1,2,1,0.0,26-39,1,1,1,1.67,1992,P,1100.0,1,2,4
T20120000527,OTHER,70,1,0,1,2,1,0.0,40-64,1,2,3,1.0,1996,P,1162.0,1,2,4
T20120000529,OTHER,80,1,1,1,1,1,1.0,65+,1,2,3,1.0,2002,P,1664.0,1,2,0
T20120000531,OTHER,80,5,0,1,2,1,0.0,26-39,6,1,1,1.0,2007,P,1814.0,1,2,2
T20120000533,OTHER,60,1,1,1,2,0,1.0,40-64,1,2,2,1.33,2000,P,1426.0,1,2,3
T20120000537,OTHER,50,5,6,1,2,0,1.0,40-64,1,2,8,1.0,1995,P,1656.0,1,2,2
T20120000539,OTHER,60,2,1,1,2,1,1.0,65+,1,2,3,1.33,2002,P,1475.0,1,2,4
T20120000540,OTHER,60,1,1,1,2,0,0.0,40-64,1,2,2,1.33,1996,P,1162.0,1,2,3
T20120000541,SERIOUS,60,1,3,1,2,0,0.0,Under 16,1,2,4,1.67,2007,P,1261.0,1,2,3
T20120000543,OTHER,100,5,0,1,1,0,1.0,40-64,1,1,1,2.33,1990,P,1050.0,1,2,3
T20120000544,SERIOUS,60,1,1,1,2,0,1.0,Under 16,2,2,6,1.67,1999,P,1425.0,1,2,3
T20120000545,SERIOUS,100,5,1,1,2,1,1.0,26-39,2,2,4,2.33,2007,P,1300.0,1,2,0
T20120000554,OTHER,100,5,1,1,2,1,1.0,40-64,2,2,2,1.0,2006,P,1340.0,1,2,4
T20120000557,SERIOUS,60,5,0,1,2,1,1.0,40-64,2,2,1,1.0,2005,P,1243.0,1,2,0
T20120000560,SERIOUS,50,2,0,1,1,1,0.0,17-25,7,1,1,0.67,2007,P,1068.0,1,2,1
T20120000565,OTHER,50,5,0,1,2,0,0.0,40-64,2,1,1,1.0,2007,D,8000.0,1,2,4
T20120000568,SERIOUS,50,5,2,1,1,1,0.0,Under 16,2,3,3,1.0,2011,P,1359.0,1,2,0
T20120000574,OTHER,50,5,0,1,2,0,0.0,17-25,2,1,2,1.0,2011,P,1285.0,1,2,3
T20120000578,OTHER,50,5,1,1,2,0,0.0,40-64,2,1,2,1.0,1994,P,1400.0,1,2,0
T20120000579,OTHER,50,1,2,1,2,0,1.0,26-39,1,2,3,1.0,1989,P,1420.0,1,2,2
T20120000581,OTHER,50,2,1,1,2,0,0.0,40-64,2,1,2,0.33,2005,P,1635.0,1,2,0
T20120000592,OTHER,80,5,0,1,2,0,1.0,26-39,2,1,3,1.0,1997,D,1150.0,1,2,5
T20120000593,OTHER,50,5,1,1,2,0,0.0,17-25,2,2,2,1.0,1999,P,1547.0,1,2,2
T20120000595,SERIOUS,50,1,1,1,2,1,1.0,40-64,2,2,2,1.0,1994,D,1282.0,1,2,1
T20120000598,OTHER,50,5,1,1,2,0,1.0,65+,2,2,2,1.0,1998,M,1575.0,1,2,4
T20120000601,OTHER,60,1,1,1,2,0,0.0,40-64,2,2,2,1.0,2006,P,1367.0,1,2,3
T20120000602,OTHER,50,2,0,1,2,0,1.0,40-64,1,1,1,2.33,1997,P,1707.0,1,2,0
T20120000603,OTHER,50,2,3,1,2,0,1.0,17-25,2,1,5,1.33,2009,G,1754.0,1,2,0
T20120000608,OTHER,60,2,3,1,2,0,0.0,17-25,2,2,5,1.0,1997,P,1350.0,1,2,3
T20120000610,FATAL,60,1,0,1,2,1,0.0,40-64,2,2,2,1.0,1995,P,700.0,1,2,1
T20120000615,OTHER,50,5,1,1,2,0,0.0,26-39,0,2,2,1.67,1999,D,0.0,1,2,2
T20120000616,SERIOUS,80,2,1,1,2,1,1.0,40-64,2,2,2,2.67,2006,D,1625.0,1,2,5
T20120000617,OTHER,50,2,2,1,1,1,1.0,65+,2,2,3,1.0,1994,M,1425.0,1,2,2
T20120000620,OTHER,50,2,3,1,2,1,1.0,40-64,2,1,4,1.67,1997,P,1100.0,1,2,3
T20120000621,SERIOUS,100,5,0,1,2,0,0.0,26-39,2,1,2,1.33,1997,P,1200.0,3,2,5
T20120000623,OTHER,60,4,2,1,2,0,1.0,26-39,3,2,3,1.67,1999,P,1367.0,1,2,4
T20120000630,SERIOUS,60,5,0,1,2,0,1.0,26-39,3,1,1,1.67,1994,P,1350.0,1,2,4
T20120000631,FATAL,80,5,2,1,2,1,0.0,40-64,3,2,4,2.33,1997,P,1578.0,1,2,0
T20120000632,SERIOUS,60,5,0,1,2,1,1.0,40-64,3,1,1,1.33,1986,P,1300.0,1,2,5
T20120000638,SERIOUS,100,5,1,1,2,0,1.0,26-39,3,2,2,1.0,2006,D,6172.0,1,2,2
T20120000641,OTHER,60,1,1,1,2,0,1.0,17-25,3,2,2,0.67,1995,P,1300.0,1,2,1
T20120000645,SERIOUS,80,5,1,1,2,1,1.0,17-25,6,3,4,1.0,2000,P,1384.0,1,2,5
T20120000646,SERIOUS,50,1,1,1,1,1,1.0,Under 16,3,1,2,1.0,2005,P,1065.0,1,2,1
T20120000648,OTHER,60,2,1,1,1,1,1.0,Under 16,2,2,2,1.0,1982,P,1250.0,1,2,2
T20120000650,OTHER,50,4,1,1,2,1,0.0,40-64,6,2,2,1.0,1993,D,1150.0,1,2,1
T20120000655,SERIOUS,60,2,2,1,2,1,0.0,26-39,3,2,4,1.0,1994,D,3560.0,1,2,1
T20120000659,OTHER,60,5,1,1,1,1,0.0,Under 16,3,2,2,1.0,2002,P,1197.0,1,2,1
T20120000664,OTHER,60,2,0,1,1,0,0.0,26-39,3,1,1,1.33,1992,P,1150.0,1,2,5
T20120000665,SERIOUS,70,1,0,1,2,0,0.0,26-39,3,2,2,1.0,1993,G,1444.0,1,2,3
T20120000672,OTHER,110,5,1,1,2,0,0.0,40-64,3,2,2,1.0,1988,D,5300.0,1,2,0
T20120000673,OTHER,60,2,3,1,2,1,1.0,65+,3,2,4,1.0,2007,P,1518.0,1,2,1
T20120000674,SERIOUS,70,2,1,1,1,0,1.0,26-39,3,2,2,1.0,1999,P,1294.0,1,2,1
T20120000675,OTHER,100,5,0,1,2,1,1.0,26-39,2,1,1,0.67,1997,D,1720.0,1,2,2
T20120000676,SERIOUS,70,2,3,1,1,1,0.0,26-39,3,1,4,1.0,1996,P,1350.0,1,2,1
T20120000678,OTHER,60,2,3,1,1,1,1.0,Under 16,3,2,4,1.0,1998,P,1447.0,1,2,3
T20120000686,OTHER,80,5,0,1,1,0,1.0,Under 16,3,1,1,1.0,1998,P,1432.0,3,2,3
T20120000698,OTHER,60,5,1,1,2,1,0.0,26-39,5,2,2,1.0,1988,P,1202.0,1,2,1
T20120000706,SERIOUS,50,5,0,1,1,0,1.0,17-25,4,1,1,2.0,1999,P,1450.0,1,2,4
T20120000709,SERIOUS,100,5,0,1,2,1,1.0,40-64,4,1,1,1.67,2000,D,1565.0,1,2,5
T20120000714,SERIOUS,50,1,1,1,2,0,0.0,26-39,4,2,2,1.0,1991,D,7060.0,1,2,0
T20120000715,OTHER,80,4,1,1,2,1,1.0,26-39,4,2,2,1.0,1995,M,1497.0,1,2,3
T20120000717,OTHER,50,5,0,1,2,1,0.0,40-64,4,1,1,1.0,2008,P,1577.0,3,2,5
T20120000718,OTHER,60,1,1,1,1,1,0.0,40-64,4,3,3,1.0,2001,P,1479.0,1,2,3
T20120000719,OTHER,80,1,2,1,1,1,1.0,40-64,4,2,3,1.67,1998,P,1045.0,1,2,1
T20120000727,OTHER,70,2,1,1,2,0,1.0,40-64,4,2,3,1.0,2000,P,1647.0,1,2,3
T20120000728,OTHER,60,2,1,1,2,1,0.0,65+,3,2,3,1.0,2005,P,1200.0,1,2,5
T20120000730,OTHER,30,5,1,1,2,1,1.0,40-64,4,2,2,1.0,2005,D,3474.0,1,2,0
T20120000732,OTHER,60,2,2,1,2,0,1.0,17-25,4,3,3,1.0,1998,P,1196.0,1,2,4
T20120000736,SERIOUS,80,1,1,1,1,1,1.0,Under 16,4,2,2,1.67,1994,P,1285.0,1,2,3
T20120000739,SERIOUS,60,5,0,1,2,1,0.0,17-25,4,1,1,1.67,2001,P,1050.0,3,2,1
T20120000740,OTHER,80,1,1,1,2,0,1.0,17-25,4,2,2,1.67,2007,D,1633.0,1,2,4
T20120000742,OTHER,80,5,2,1,1,1,1.0,Under 16,4,2,4,1.0,1998,M,1581.0,1,2,2
T20120000744,OTHER,70,5,1,1,1,1,1.0,65+,4,2,2,1.67,1985,P,1475.0,1,2,2
T20120000745,OTHER,100,2,0,1,1,1,0.0,26-39,4,1,1,1.0,2006,P,1274.0,3,2,5
T20120000747,OTHER,80,5,1,1,1,0,1.0,Under 16,4,3,4,3.33,2003,P,1633.0,1,2,1
T20120000748,SERIOUS,60,5,0,1,2,0,0.0,40-64,3,1,1,0.67,2004,P,1645.0,3,2,0
T20120000750,OTHER,50,5,1,1,2,0,1.0,26-39,4,1,2,1.0,2002,P,1300.0,1,2,1
T20120000751,OTHER,100,5,0,1,2,0,1.0,17-25,4,1,2,1.0,2003,G,1620.0,1,2,4
T20120000752,OTHER,100,2,2,1,1,0,1.0,Under 16,4,2,4,1.33,1998,P,1367.0,1,2,3
T20120000754,OTHER,60,5,0,1,2,1,0.0,40-64,4,1,2,1.33,2003,P,1785.0,1,2,4
T20120000759,SERIOUS,60,1,1,1,1,1,0.0,40-64,4,2,3,1.0,1991,P,657.0,1,2,3
T20120000761,SERIOUS,100,5,1,1,2,0,0.0,40-64,4,2,2,1.67,2000,P,5560.0,1,2,3
T20120000764,OTHER,60,5,0,1,1,1,1.0,Under 16,4,2,3,1.0,1998,P,1165.0,1,2,4
T20120000768,OTHER,60,2,1,1,2,1,1.0,40-64,4,2,2,1.0,2007,G,1737.0,1,2,4
T20120000771,OTHER,100,5,3,1,2,0,1.0,26-39,4,2,6,1.0,2003,D,1901.0,1,2,4
T20120000779,SERIOUS,70,5,0,1,2,0,0.0,40-64,4,1,2,1.0,1982,P,1200.0,1,2,5
T20120000781,OTHER,100,5,2,1,1,1,0.0,Under 16,4,1,3,1.0,1996,D,1584.0,3,2,4
T20120000782,OTHER,50,2,1,1,2,1,1.0,17-25,4,2,2,1.0,2001,M,1250.0,1,2,2
T20120000783,OTHER,60,5,0,1,2,0,0.0,40-64,4,1,1,1.0,2003,D,7520.0,1,2,2
T20120000791,SERIOUS,60,2,4,1,2,1,1.0,26-39,4,1,5,1.67,1995,P,1550.0,1,2,2
T20120000792,FATAL,100,1,1,1,2,0,1.0,40-64,4,2,3,1.0,2006,D,4852.0,1,2,4
T20120000797,OTHER,100,5,1,1,1,1,0.0,17-25,5,2,2,1.33,2000,D,5260.0,1,2,1
T20120000798,OTHER,60,2,1,1,2,1,0.0,65+,4,3,3,1.67,2000,P,1281.0,1,2,5
T20120000799,SERIOUS,100,5,0,1,1,1,0.0,Under 16,4,1,1,1.0,1991,P,850.0,1,2,5
T20120000800,OTHER,100,5,0,1,1,1,1.0,26-39,6,1,1,1.0,1996,P,950.0,1,2,5
T20120000804,OTHER,100,5,0,1,2,1,1.0,26-39,5,1,1,1.67,2000,P,1100.0,1,2,5
T20120000812,SERIOUS,60,1,1,1,2,1,0.0,17-25,5,3,3,1.67,1996,D,1408.0,1,2,4
T20120000813,OTHER,50,2,2,1,2,1,0.0,17-25,5,2,3,1.0,1997,P,1445.0,1,2,4
T20120000814,OTHER,50,1,3,1,2,1,0.0,26-39,5,2,4,1.67,1988,D,1662.0,1,2,3
