ACCIDENT_NO,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN,TAKEN_HOSPITAL,MEDIAN_AGE_GROUP,DAY_OF_WEEK,NO_OF_VEHICLES,NO_PERSONS,AGG_LIGH_SURF_ATMOS_COND,VEHICLE_YEAR_MANUF,VEHICLE_FUEL_TYPE,VEHICLES_TARE_WEIGHT,AGG_ROAD_SURFACE_TYPE,CAUGHT_FIRE,HIGHEST_LEVEL_OF_DAMAGE
T20120009339,OTHER,50,5,0,1,2,0,0.0,26-39,6,1,1,1.0,1997,D,1269.0,1,2,2
T20120009343,OTHER,80,5,0,1,2,0,0.0,Under 16,7,1,1,0.67,1997,P,1550.0,1,2,3
T20120009345,OTHER,50,1,1,1,1,1,0.0,65+,6,1,2,1.0,2008,P,1000.0,1,2,0
T20120009346,OTHER,100,5,0,1,2,0,1.0,26-39,6,1,1,1.67,2000,P,1000.0,1,2,5
T20120009351,SERIOUS,100,5,0,1,2,0,0.0,26-39,2,1,1,2.33,2009,P,1040.0,1,2,4
T20120009357,OTHER,50,5,1,1,2,0,0.0,26-39,6,2,2,1.0,1999,P,1260.0,1,2,1
T20120009358,OTHER,50,5,2,1,2,1,0.0,17-25,6,1,3,2.33,2005,P,1006.0,1,2,0
T20120009365,SERIOUS,80,5,1,1,2,1,0.0,40-64,6,1,2,1.67,1998,P,1650.0,1,2,5
T20120009366,SERIOUS,100,5,0,1,2,1,0.0,40-64,6,1,1,2.67,1997,P,950.0,1,2,4
T20120009372,SERIOUS,80,5,0,1,2,1,1.0,17-25,7,2,3,1.67,1998,P,1225.0,1,2,4
T20120009374,SERIOUS,50,1,1,1,2,0,1.0,40-64,7,2,2,1.67,1996,G,1580.0,1,1,3
T20120009376,SERIOUS,40,5,6,1,1,0,1.0,17-25,7,5,8,1.67,2007,P,1618.0,1,2,5
T20120009379,SERIOUS,60,1,2,1,2,1,1.0,26-39,7,2,3,2.0,2003,P,1415.0,1,2,2
T20120009380,OTHER,50,1,1,1,2,0,0.0,26-39,6,2,2,1.0,1997,P,1292.0,1,2,1
T20120009385,SERIOUS,50,2,1,1,2,1,1.0,65+,7,2,2,1.0,2000,P,1167.0,1,2,1
T20120009386,OTHER,80,2,1,1,2,1,0.0,26-39,6,1,2,1.0,2006,P,1754.0,2,2,1
T20120009388,OTHER,100,5,0,1,1,1,0.0,Under 16,7,1,3,1.33,2005,P,1400.0,1,2,5
T20120009391,SERIOUS,100,5,1,1,2,1,0.0,17-25,7,2,2,1.0,1996,P,1454.0,1,2,1
T20120009396,OTHER,110,5,3,1,2,1,0.0,40-64,7,1,4,1.0,2011,P,1873.0,1,2,4
T20120009397,OTHER,50,2,1,1,2,1,1.0,26-39,4,1,2,1.0,2002,P,1050.0,1,2,5
T20120009399,SERIOUS,60,2,1,1,2,1,1.0,40-64,3,2,2,1.0,1992,P,1022.0,1,2,2
T20120009402,OTHER,50,5,1,1,1,1,1.0,40-64,6,2,3,0.67,2003,D,1607.0,1,2,2
T20120009405,SERIOUS,50,1,1,1,2,1,0.0,17-25,7,2,2,1.0,1993,D,1985.0,1,2,0
T20120009409,OTHER,60,1,1,1,2,0,0.0,17-25,7,2,2,1.0,2002,P,1350.0,1,2,1
T20120009415,OTHER,50,2,1,1,1,0,1.0,17-25,7,2,3,1.0,2005,M,1277.0,1,2,2
T20120009416,OTHER,60,5,0,1,2,0,1.0,40-64,7,3,2,1.0,2003,P,1482.0,1,2,4
T20120009418,OTHER,50,1,1,1,1,0,1.0,40-64,7,2,2,1.33,1980,D,1280.0,1,2,1
T20120009425,OTHER,70,5,1,1,1,1,1.0,40-64,7,2,2,1.0,2004,P,1067.0,1,2,1
T20120009430,OTHER,80,2,2,1,1,1,0.0,Under 16,7,2,5,1.0,1988,P,1050.0,1,2,2
T20120009431,OTHER,60,1,3,1,2,1,0.0,26-39,7,4,4,1.33,1986,P,1440.0,1,2,2
T20120009432,SERIOUS,80,5,0,1,1,1,1.0,Under 16,7,1,2,1.0,1993,P,1350.0,1,2,3
T20120009433,SERIOUS,60,2,0,1,2,1,1.0,65+,7,2,3,1.0,1996,P,1090.0,1,2,5
T20120009439,OTHER,50,5,1,1,1,0,0.0,17-25,7,2,2,1.0,1985,D,1690.0,1,2,1
T20120009440,SERIOUS,100,5,0,1,1,0,1.0,65+,5,1,1,1.33,2004,P,1340.0,1,2,3
T20120009442,OTHER,70,2,1,1,1,1,1.0,40-64,6,2,2,1.33,1998,P,1515.0,1,2,3
T20120009443,OTHER,60,5,1,1,1,1,1.0,17-25,7,2,2,1.0,2004,P,1343.0,1,2,3
T20120009448,SERIOUS,50,5,0,1,1,1,1.0,Under 16,6,1,1,2.33,1988,D,0.0,1,2,3
T20120009450,SERIOUS,50,1,1,1,2,1,1.0,17-25,3,2,2,1.0,1999,P,0.0,1,2,1
T20120009452,OTHER,60,2,1,1,2,0,0.0,26-39,7,2,6,1.33,1990,P,1150.0,1,2,4
T20120009453,SERIOUS,80,1,1,1,2,1,1.0,40-64,7,2,3,1.67,2001,P,1375.0,1,2,1
T20120009454,SERIOUS,60,1,1,1,2,1,1.0,26-39,7,2,2,1.67,2000,P,1204.0,1,2,3
T20120009455,OTHER,60,5,1,1,2,1,1.0,17-25,7,1,3,1.0,2001,P,1200.0,1,2,5
T20120009460,OTHER,60,5,1,1,2,1,0.0,40-64,7,1,2,1.0,2007,P,892.0,1,2,0
T20120009466,OTHER,60,2,1,1,2,1,0.0,26-39,7,2,2,1.67,2011,P,1655.0,1,2,0
T20120009467,OTHER,80,1,1,1,2,1,1.0,17-25,7,2,3,2.33,2008,D,2267.0,1,2,0
T20120009469,SERIOUS,50,2,1,1,1,1,0.0,26-39,1,1,4,1.67,2012,P,1371.0,1,2,4
T20120009470,OTHER,40,2,1,1,2,0,1.0,40-64,7,2,2,2.0,2009,P,1477.0,1,2,1
T20120009472,OTHER,60,5,3,1,2,1,1.0,26-39,1,2,4,2.0,2001,P,1620.0,1,2,4
T20120009476,OTHER,80,2,0,1,2,0,1.0,Under 16,4,1,1,2.0,2008,P,1520.0,1,2,0
T20120009478,OTHER,50,5,1,1,1,1,1.0,Under 16,1,1,2,1.67,2010,M,2370.0,1,2,0
T20120009481,OTHER,60,2,1,1,1,1,1.0,26-39,7,2,2,1.0,1998,P,600.0,1,2,1
T20120009483,OTHER,60,2,1,1,2,0,1.0,26-39,7,2,2,1.0,2008,P,1172.0,1,2,1
T20120009485,SERIOUS,50,5,0,1,2,1,0.0,26-39,7,2,1,0.67,2007,P,1383.0,1,2,4
T20120009490,OTHER,100,5,0,1,1,1,0.0,17-25,7,1,1,1.0,2009,G,1552.0,1,2,4
T20120009492,OTHER,50,1,1,1,2,1,0.0,17-25,1,2,2,1.0,1995,P,1115.0,1,2,1
T20120009494,SERIOUS,50,5,0,1,2,1,0.0,26-39,7,1,1,0.67,2011,P,2240.0,1,2,2
T20120009495,OTHER,100,5,0,1,1,0,1.0,17-25,1,1,1,1.33,1986,P,237.0,3,2,5
T20120009498,OTHER,60,5,4,1,2,1,0.0,26-39,1,5,5,3.0,2003,P,1215.0,1,2,1
T20120009502,OTHER,70,1,0,1,2,0,1.0,17-25,1,2,2,1.0,1989,P,1298.0,1,2,4
T20120009503,SERIOUS,60,1,1,1,1,0,0.0,26-39,1,2,2,0.67,1994,P,1200.0,1,2,1
T20120009504,OTHER,50,5,1,1,1,0,0.0,26-39,1,1,2,1.0,2001,P,2065.0,1,2,0
T20120009507,OTHER,100,5,0,1,1,0,1.0,17-25,7,1,1,1.0,1998,P,1450.0,1,2,3
T20120009512,OTHER,100,5,1,1,2,0,0.0,26-39,7,1,2,2.33,2007,P,1415.0,1,2,4
T20120009516,OTHER,60,2,2,1,2,0,0.0,40-64,1,2,3,1.67,1994,P,1500.0,1,2,1
T20120009517,OTHER,100,5,0,1,2,1,1.0,40-64,1,1,1,1.33,1986,P,1400.0,1,2,2
T20120009520,SERIOUS,50,1,1,1,2,1,1.0,40-64,1,2,2,1.0,2001,P,1555.0,1,2,2
T20120009521,OTHER,60,2,0,1,2,1,1.0,40-64,1,1,1,1.33,2011,P,1415.0,1,2,1
T20120009522,OTHER,80,5,0,1,2,0,1.0,17-25,1,1,2,1.33,2000,P,1300.0,1,2,0
T20120009523,SERIOUS,100,5,2,1,2,1,1.0,26-39,1,3,4,1.67,1997,P,1300.0,1,2,4
T20120009525,OTHER,50,5,2,1,2,1,1.0,65+,1,2,4,1.67,1994,P,1215.0,1,2,3
T20120009526,OTHER,70,2,0,1,1,1,0.0,65+,1,1,1,1.67,2008,D,2020.0,1,2,5
T20120009527,SERIOUS,50,2,3,1,1,0,1.0,17-25,1,2,4,1.33,1992,P,1300.0,1,2,1
T20120009529,SERIOUS,110,5,0,1,2,0,0.0,40-64,7,1,1,1.33,2007,P,950.0,1,2,0
T20120009530,OTHER,60,1,1,1,2,0,0.0,65+,1,2,2,1.67,1997,P,1260.0,1,2,2
T20120009531,OTHER,50,1,0,1,2,0,0.0,17-25,1,1,1,1.67,2010,P,1325.0,1,2,2
T20120009534,SERIOUS,60,5,0,1,2,1,0.0,26-39,1,1,1,2.0,2000,P,1600.0,1,2,2
T20120009535,OTHER,80,4,2,1,2,1,0.0,65+,1,3,3,2.0,1986,P,1200.0,1,2,1
T20120009539,OTHER,70,4,2,1,2,0,0.0,65+,0,2,3,2.0,1996,P,1168.0,1,2,1
T20120009545,SERIOUS,80,1,1,1,2,0,1.0,17-25,2,2,3,1.33,2007,P,1416.0,1,2,3
T20120009546,OTHER,90,5,0,1,2,1,1.0,17-25,1,1,1,1.33,1998,P,1460.0,1,2,4
T20120009548,OTHER,70,1,1,1,2,1,1.0,65+,5,2,2,0.67,2000,M,1474.0,1,2,2
T20120009552,OTHER,80,5,1,1,2,1,1.0,17-25,1,2,2,1.0,2007,P,1352.0,1,2,1
T20120009558,OTHER,50,2,0,1,2,0,0.0,65+,1,2,3,1.67,2001,M,1328.0,1,2,1
T20120009560,FATAL,100,5,1,1,2,1,0.0,17-25,1,2,3,1.33,1986,D,3500.0,1,2,4
T20120009561,OTHER,100,5,1,1,1,0,1.0,17-25,7,2,2,1.0,1986,G,1275.0,3,2,2
T20120009565,OTHER,60,5,1,1,1,1,1.0,Under 16,2,2,2,0.67,1994,P,1334.0,1,2,3
T20120009566,SERIOUS,80,5,5,1,2,1,0.0,26-39,2,4,7,1.0,1999,P,1300.0,1,2,2
T20120009567,SERIOUS,100,2,0,1,2,1,1.0,40-64,2,1,1,1.33,2009,P,10180.0,1,2,1
T20120009570,OTHER,60,5,2,1,2,0,1.0,17-25,2,2,3,1.33,2009,P,1281.0,1,2,1
T20120009573,OTHER,60,1,1,1,2,1,1.0,26-39,3,2,2,1.33,1999,P,0.0,1,2,0
T20120009574,OTHER,60,2,1,1,2,0,1.0,40-64,6,2,2,1.0,2008,D,8727.0,1,2,0
T20120009575,OTHER,40,1,1,1,2,1,1.0,17-25,1,2,2,1.33,1999,P,1115.0,1,2,0
T20120009576,SERIOUS,60,5,0,1,2,1,1.0,26-39,1,1,2,1.67,1998,M,1800.0,1,2,5
T20120009577,OTHER,60,1,1,1,2,0,1.0,65+,6,2,3,1.0,1997,P,1136.0,1,2,3
T20120009580,OTHER,60,5,0,1,2,0,0.0,26-39,2,1,1,1.0,1980,P,1500.0,1,2,1
T20120009582,SERIOUS,80,1,2,1,2,0,1.0,26-39,2,3,3,1.33,1991,P,3453.0,1,2,1
T20120009583,OTHER,100,1,2,1,2,1,0.0,40-64,2,2,4,1.0,2010,D,1942.0,1,2,4
T20120009585,SERIOUS,60,5,0,1,1,0,0.0,26-39,7,1,1,1.33,2006,P,0.0,1,2,0
T20120009587,OTHER,80,1,1,1,2,1,1.0,26-39,7,2,5,1.33,2002,P,1241.0,1,2,1
T20120009589,OTHER,80,2,7,1,2,1,0.0,40-64,6,4,9,1.67,2001,P,1409.0,1,2,1
T20120009591,OTHER,50,5,1,1,2,1,1.0,65+,2,2,2,1.0,1991,D,1740.0,1,2,1
T20120009592,OTHER,100,1,1,1,2,1,1.0,40-64,6,2,2,1.0,2002,M,1715.0,1,2,2
T20120009593,OTHER,50,5,0,1,2,1,1.0,40-64,6,1,1,1.33,2006,P,1300.0,1,2,0
T20120009595,SERIOUS,80,2,1,1,2,1,1.0,65+,2,2,2,1.33,2004,D,1667.0,1,2,3
T20120009598,SERIOUS,60,1,1,1,2,1,1.0,40-64,1,2,2,2.0,1996,P,1017.0,1,2,5
T20120009600,SERIOUS,60,5,5,1,2,1,1.0,26-39,2,4,7,1.33,1991,P,1553.0,1,2,2
T20120009601,OTHER,60,1,0,1,2,0,1.0,26-39,1,1,1,2.0,2006,P,1193.0,1,2,2
T20120009602,SERIOUS,60,2,0,1,2,1,0.0,40-64,2,2,3,1.0,2009,P,1311.0,1,2,3
T20120009603,OTHER,50,2,1,1,2,1,0.0,40-64,5,2,2,1.33,1985,P,6230.0,1,2,1
T20120009604,OTHER,100,5,0,1,2,0,1.0,26-39,2,1,1,2.0,2002,P,1240.0,1,2,5
T20120009605,OTHER,60,1,1,1,2,1,0.0,40-64,6,2,2,1.0,2003,P,1347.0,1,2,1
T20120009606,OTHER,80,5,2,1,2,1,1.0,17-25,6,3,3,2.0,1999,D,1442.0,1,2,1
T20120009608,OTHER,80,2,2,1,2,0,1.0,40-64,2,2,3,1.0,2007,D,1160.0,1,2,3
T20120009609,SERIOUS,80,5,2,1,2,1,1.0,26-39,2,3,3,2.0,1998,P,1294.0,1,2,1
T20120009612,SERIOUS,60,1,1,1,2,0,0.0,40-64,2,1,2,1.67,2004,P,1475.0,1,2,2
T20120009613,SERIOUS,60,2,2,1,2,1,0.0,40-64,2,2,4,1.67,1998,P,1615.0,1,2,1
T20120009615,OTHER,60,5,1,1,2,0,1.0,17-25,2,1,2,2.67,2004,P,1000.0,1,2,3
T20120009616,OTHER,80,5,1,1,2,0,1.0,17-25,2,2,3,1.33,2005,D,1652.0,1,2,2
T20120009618,OTHER,60,1,1,1,2,1,1.0,17-25,2,1,2,1.67,1994,P,1300.0,1,2,1
T20120009619,SERIOUS,100,5,0,1,2,1,0.0,40-64,6,1,1,1.0,2005,P,1101.0,2,2,0
T20120009621,SERIOUS,50,5,1,1,2,0,0.0,17-25,3,2,2,1.33,2006,P,1447.0,1,2,1
T20120009623,OTHER,60,5,2,1,2,1,0.0,26-39,4,2,3,1.0,2001,M,1527.0,1,2,1
T20120009628,OTHER,60,2,0,1,2,0,1.0,26-39,7,2,3,1.67,2001,P,1210.0,1,2,4
T20120009631,OTHER,50,5,1,1,1,0,1.0,26-39,3,2,2,1.0,1995,M,1245.0,1,2,1
T20120009632,OTHER,80,2,1,1,2,1,1.0,17-25,2,2,2,1.0,2003,P,1302.0,1,2,0
T20120009633,SERIOUS,60,1,1,1,2,1,0.0,40-64,3,2,2,2.67,2005,P,1440.0,1,2,1
T20120009636,SERIOUS,40,1,1,1,2,0,0.0,65+,3,2,2,1.33,1992,P,1324.0,1,2,1
T20120009637,OTHER,50,2,1,1,1,0,1.0,17-25,6,2,2,1.0,2006,P,2987.0,1,2,0
T20120009638,OTHER,40,5,4,1,1,0,1.0,17-25,3,3,5,1.67,2011,P,1351.0,1,2,4
T20120009643,OTHER,50,2,1,1,1,1,0.0,17-25,3,1,2,1.33,2006,G,1545.0,1,2,1
T20120009644,OTHER,50,1,0,1,2,1,1.0,26-39,3,1,1,0.67,2009,D,1193.0,1,2,3
T20120009645,SERIOUS,60,1,0,1,2,0,0.0,40-64,2,1,1,1.67,1999,P,950.0,1,2,4
T20120009648,SERIOUS,60,2,1,1,1,0,0.0,40-64,3,2,2,1.33,2008,P,1405.0,1,2,3
T20120009649,OTHER,70,5,1,1,2,0,1.0,17-25,2,2,2,1.0,1997,P,5750.0,1,2,1
T20120009650,OTHER,60,1,0,1,1,1,1.0,26-39,3,2,3,1.0,2004,P,1427.0,1,2,4
T20120009651,OTHER,100,5,0,1,2,0,1.0,40-64,3,1,1,1.0,2004,P,1400.0,1,2,4
T20120009654,OTHER,50,1,3,1,2,0,1.0,Under 16,3,2,4,1.33,2000,P,1501.0,1,2,3
T20120009658,SERIOUS,60,1,0,1,1,1,1.0,26-39,4,2,2,1.0,1999,P,1264.0,1,2,4
T20120009660,OTHER,60,1,3,1,2,1,1.0,26-39,3,2,4,1.0,1990,M,1350.0,1,2,1
T20120009661,OTHER,60,2,1,1,2,0,1.0,17-25,2,2,2,2.0,2001,P,1042.0,1,2,5
T20120009663,SERIOUS,50,5,0,1,2,1,1.0,26-39,2,2,2,1.67,1999,P,1619.0,1,2,2
T20120009667,OTHER,100,5,0,1,2,1,1.0,26-39,4,1,1,1.0,1995,D,1700.0,3,2,1
T20120009668,OTHER,60,5,1,1,2,1,0.0,40-64,3,2,2,1.67,2002,D,1799.0,1,2,3
T20120009669,SERIOUS,100,5,0,1,2,1,1.0,65+,7,1,1,1.33,1999,P,1141.0,3,2,1
T20120009670,SERIOUS,50,1,0,1,2,1,0.0,17-25,3,2,2,1.0,1987,P,1275.0,1,2,3
T20120009671,SERIOUS,60,2,2,1,1,1,0.0,17-25,3,3,3,1.33,2002,P,1175.0,1,1,3
T20120009673,SERIOUS,100,5,0,1,2,0,1.0,40-64,3,1,1,1.33,2007,G,1640.0,1,2,4
T20120009674,OTHER,60,1,1,1,2,1,1.0,40-64,3,2,2,1.33,1996,P,1340.0,1,2,4
T20120009676,OTHER,50,5,0,1,2,1,1.0,40-64,3,2,2,1.0,2004,P,1505.0,1,2,1
T20120009679,SERIOUS,40,1,1,1,2,1,1.0,26-39,5,2,2,0.67,1997,P,1295.0,1,2,0
T20120009681,OTHER,100,5,0,1,2,0,1.0,40-64,3,1,1,1.33,2004,P,1400.0,1,2,5
T20120009682,OTHER,50,5,0,1,2,1,1.0,17-25,1,1,1,1.33,2004,P,1450.0,1,2,2
T20120009684,OTHER,80,5,0,1,2,0,0.0,26-39,3,1,1,1.33,1996,P,1400.0,1,2,5
T20120009685,OTHER,70,2,5,1,1,0,1.0,40-64,3,2,8,1.33,1988,P,1350.0,1,2,2
T20120009692,OTHER,40,5,1,1,2,0,0.0,65+,6,2,2,1.67,2002,P,1475.0,1,2,1
T20120009693,SERIOUS,60,5,0,1,2,0,1.0,40-64,1,2,1,2.0,2005,P,1662.0,1,2,4
T20120009696,SERIOUS,70,5,2,1,1,1,0.0,65+,3,3,6,1.33,1995,P,1298.0,1,2,4
T20120009698,OTHER,60,2,1,1,2,1,1.0,17-25,3,2,2,1.33,2000,P,1442.0,1,2,1
T20120009701,OTHER,60,5,1,1,2,1,0.0,65+,3,1,2,2.0,2011,P,1723.0,1,2,0
T20120009702,OTHER,50,5,0,1,2,0,1.0,26-39,3,1,2,2.0,2006,P,1500.0,1,2,0
T20120009703,OTHER,100,5,0,1,2,0,1.0,26-39,3,1,1,2.67,2001,D,1640.0,3,2,3
T20120009704,OTHER,60,5,0,1,2,0,1.0,26-39,3,1,1,2.67,1996,P,1000.0,3,2,4
T20120009705,SERIOUS,60,5,0,1,2,1,1.0,26-39,3,1,1,1.67,2008,P,1200.0,1,2,5
T20120009711,OTHER,50,5,3,1,1,0,1.0,65+,3,3,4,0.67,1985,P,1543.0,1,2,0
T20120009712,OTHER,60,2,2,1,2,1,1.0,26-39,1,2,3,1.67,2007,M,1347.0,1,2,1
T20120009713,SERIOUS,80,5,1,1,1,1,0.0,65+,3,1,2,3.0,2003,P,1350.0,1,2,2
T20120009719,OTHER,110,5,1,1,2,1,0.0,65+,3,1,2,2.67,1991,P,1000.0,1,2,5
T20120009724,OTHER,50,1,3,1,2,0,1.0,40-64,4,1,4,2.0,1992,P,1400.0,1,2,0
T20120009727,OTHER,50,2,0,1,1,1,1.0,26-39,4,1,2,2.0,2005,P,1694.0,1,2,4
T20120009734,OTHER,60,5,1,1,2,1,0.0,40-64,6,1,3,1.67,2004,G,1600.0,1,2,0
T20120009740,SERIOUS,50,5,0,1,1,1,1.0,26-39,4,1,1,1.0,2010,P,1650.0,1,2,5
T20120009741,OTHER,110,5,0,1,2,1,1.0,17-25,3,1,1,1.33,2009,P,1310.0,1,2,4
T20120009742,SERIOUS,50,2,0,1,2,0,0.0,26-39,4,1,3,1.67,2001,P,1400.0,1,2,5
T20120009744,SERIOUS,100,5,1,1,1,0,0.0,26-39,3,2,2,1.0,1998,D,4350.0,1,2,1
T20120009746,OTHER,80,1,1,1,2,1,1.0,40-64,6,2,2,1.33,1984,P,1080.0,1,2,1
T20120009747,OTHER,80,2,4,1,2,1,0.0,40-64,4,3,5,1.0,2006,P,1841.0,1,2,3
T20120009749,OTHER,100,5,1,1,1,1,0.0,17-25,2,3,3,1.0,1994,D,2787.0,1,2,4
T20120009750,SERIOUS,40,5,1,1,1,1,1.0,26-39,3,2,2,1.0,1998,D,6889.0,1,2,1
T20120009751,OTHER,50,5,1,1,2,0,0.0,26-39,3,2,2,1.33,1990,P,1365.0,1,2,1
T20120009752,SERIOUS,100,5,0,1,2,1,0.0,17-25,7,1,1,1.0,1981,P,1470.0,3,2,1
T20120009754,OTHER,50,2,0,1,2,1,1.0,40-64,4,1,1,1.0,2009,D,11960.0,1,2,4
T20120009756,OTHER,80,5,0,1,2,0,0.0,40-64,4,1,1,1.33,2002,G,1552.0,1,2,4
T20120009757,OTHER,60,5,5,1,2,0,1.0,17-25,4,2,6,1.33,2001,P,1248.0,1,2,1
T20120009759,SERIOUS,50,1,2,1,2,1,0.0,26-39,5,2,3,1.0,2003,P,2342.0,1,2,0
T20120009761,OTHER,50,1,1,1,1,1,1.0,26-39,3,2,2,2.0,1999,P,1292.0,1,2,0
T20120009767,OTHER,100,5,4,1,2,1,0.0,26-39,4,2,5,1.0,2006,P,1595.0,1,2,2
T20120009768,OTHER,80,5,3,1,2,0,1.0,26-39,1,2,6,1.0,1995,P,1250.0,1,2,0
T20120009769,OTHER,40,1,2,1,2,1,1.0,26-39,2,3,3,1.0,1995,P,1206.0,1,2,1
T20120009771,OTHER,60,2,1,1,2,1,1.0,40-64,4,2,2,1.0,1992,P,1219.0,1,2,1
T20120009772,SERIOUS,100,1,0,1,2,1,0.0,26-39,3,2,3,1.33,2002,P,1461.0,1,2,4
T20120009773,OTHER,50,5,2,1,2,1,0.0,40-64,1,3,4,1.67,2000,P,726.0,1,2,3
T20120009775,OTHER,110,5,1,1,1,0,1.0,40-64,2,2,2,2.33,1999,P,1210.0,1,2,2
T20120009777,OTHER,50,2,2,1,2,0,1.0,26-39,3,2,3,1.0,1984,P,1375.0,1,2,0
T20120009779,OTHER,70,2,0,1,2,0,1.0,40-64,4,1,1,0.67,1998,P,1500.0,1,2,4
T20120009783,SERIOUS,80,5,0,1,1,1,1.0,26-39,4,1,2,0.67,2000,P,1550.0,1,2,5
T20120009785,SERIOUS,100,5,0,1,2,1,0.0,26-39,4,1,1,1.0,1992,P,1150.0,1,2,3
T20120009787,OTHER,60,5,0,1,2,1,1.0,40-64,4,1,1,1.67,1996,P,950.0,1,2,4
T20120009793,OTHER,60,5,1,1,2,0,1.0,40-64,4,2,2,1.33,1998,P,1125.0,1,2,3
T20120009794,SERIOUS,50,1,2,1,2,0,1.0,40-64,4,2,3,1.67,1999,P,1550.0,1,2,4
T20120009795,OTHER,100,5,0,1,2,0,0.0,65+,4,1,1,2.33,2002,P,1660.0,1,2,5
T20120009800,SERIOUS,80,1,0,1,2,1,1.0,26-39,4,2,2,1.67,1994,P,1559.0,1,2,4
T20120009802,SERIOUS,60,2,3,1,1,0,1.0,65+,3,2,4,2.0,1998,P,1259.0,1,2,2
T20120009803,SERIOUS,60,2,0,1,1,1,1.0,17-25,4,1,2,1.67,1995,P,1200.0,1,2,5
T20120009806,SERIOUS,50,2,1,1,1,0,0.0,65+,5,1,2,2.0,2000,P,1500.0,1,2,2
T20120009807,SERIOUS,50,1,2,1,2,0,1.0,40-64,5,1,3,1.0,2007,P,1075.0,1,2,0
T20120009809,SERIOUS,70,1,4,1,2,0,1.0,26-39,5,2,6,1.67,1994,P,1503.0,1,2,0
T20120009810,OTHER,50,5,0,1,1,1,1.0,Under 16,3,1,1,1.67,1996,P,1450.0,1,2,5
T20120009812,OTHER,60,5,3,1,1,1,1.0,65+,4,2,8,1.0,1990,P,1550.0,1,2,1
T20120009813,OTHER,100,5,0,1,2,1,0.0,40-64,5,1,1,1.33,1996,P,1500.0,1,2,4
T20120009814,OTHER,40,1,2,1,2,0,1.0,26-39,5,2,3,1.0,2006,D,4226.0,1,2,1
T20120009815,OTHER,50,5,0,1,1,1,0.0,26-39,4,1,1,1.67,1995,P,1150.0,1,2,4
T20120009816,OTHER,60,2,2,1,2,0,0.0,26-39,5,2,3,1.0,1991,P,1801.0,1,2,3
T20120009819,OTHER,70,2,1,1,2,0,0.0,17-25,5,2,2,1.33,2002,D,1107.0,1,2,3
T20120009820,OTHER,50,5,0,1,2,0,1.0,26-39,5,1,1,1.67,1995,P,950.0,1,2,4
T20120009821,OTHER,70,4,1,1,2,0,1.0,17-25,5,2,3,0.67,2000,P,1351.0,1,2,3
T20120009822,OTHER,100,5,2,1,1,0,1.0,26-39,2,1,3,1.67,1997,P,1500.0,1,2,5
T20120009825,OTHER,40,2,1,1,1,1,0.0,17-25,5,2,2,1.0,1999,P,1732.0,1,2,1
T20120009826,OTHER,60,2,3,1,2,1,0.0,26-39,5,5,4,1.0,1984,P,1313.0,1,2,4
T20120009830,OTHER,50,5,0,1,2,1,0.0,17-25,4,1,1,1.33,1996,D,950.0,1,2,1
T20120009839,OTHER,60,1,1,1,2,1,1.0,65+,6,2,2,1.67,2002,M,1476.0,1,2,0
T20120009842,OTHER,60,2,0,1,2,0,1.0,40-64,5,2,3,1.0,2003,D,1640.0,1,2,3
T20120009848,OTHER,60,5,1,1,2,1,1.0,26-39,4,2,2,1.0,1994,M,867.0,1,2,1
T20120009849,OTHER,80,5,1,1,2,0,0.0,26-39,5,2,3,1.33,2003,D,1386.0,1,2,3
T20120009855,SERIOUS,50,2,0,1,2,0,0.0,40-64,5,1,1,0.67,2010,P,1103.0,1,2,3
T20120009856,OTHER,60,5,1,1,2,1,0.0,17-25,2,1,2,2.0,2004,D,2100.0,1,2,2
T20120009857,SERIOUS,50,5,0,1,1,0,1.0,26-39,5,1,1,1.0,2000,P,1550.0,1,2,3
T20120009858,OTHER,75,5,1,1,2,1,1.0,17-25,5,2,2,1.33,1997,D,5088.0,1,2,2
T20120009860,OTHER,60,1,2,1,2,1,1.0,26-39,4,2,3,1.0,2000,P,1582.0,1,2,2
T20120009861,OTHER,50,1,1,1,2,0,1.0,26-39,5,2,2,1.0,1998,P,1150.0,1,2,4
T20120009863,OTHER,80,3,1,1,2,1,1.0,26-39,2,2,4,1.67,2000,P,1080.0,1,2,2
T20120009864,OTHER,60,2,1,1,1,0,1.0,65+,5,2,2,0.67,1996,P,1687.0,1,2,3
T20120009865,OTHER,100,5,4,1,2,0,0.0,65+,5,1,5,1.0,2001,P,1400.0,1,2,3
T20120009867,OTHER,60,1,0,1,2,0,1.0,40-64,5,2,2,1.0,2009,D,1505.0,1,2,3
T20120009870,OTHER,70,2,0,1,2,0,0.0,17-25,5,2,3,1.33,2004,P,1284.0,1,2,3
T20120009877,OTHER,40,1,1,1,1,0,0.0,17-25,5,2,4,1.0,1995,G,1672.0,1,2,1
T20120009878,OTHER,50,5,0,1,2,0,0.0,17-25,5,1,1,1.33,2005,P,1100.0,1,2,3
T20120009880,OTHER,60,1,1,1,2,1,1.0,17-25,5,2,2,2.0,2003,P,1441.0,1,2,3
T20120009881,SERIOUS,60,2,0,1,2,1,0.0,17-25,5,2,3,2.0,1999,M,1250.0,1,2,2
